0,154,0,0,0,3,82,0,20,28,0,9,53,0,26,7,0,0,73,0,25,3,89,0,3
123,88,0,242,166,0,67,32,59,127,147,76,36,3,108,46,93,2,18,59,255,182,140,40,38
8,25,255,38,39,14,170,74,218,178,255,251,255,221,255,161,71,89,3,123,231,105,109,0,19
0,25,82,17,0,0,18,0,194,247,135,63,60,60,108,0,23,0,0,0,110,28,56,133,0
70,137,0,0,0,106,255,255,255,214,0,62,114,82,85,0,0,0,0,0,110,37,96,29,35
0,0,0,0,0,125,255,152,255,255,114,255,49,104,0,0,0,0,164,53,136,16,168,77,2
39,49,130,52,255,255,255,119,0,153,209,254,115,143,124,0,0,92,78,122,167,0,103,87,29
0,74,56,0,13,222,209,90,68,119,152,125,255,89,255,2,142,76,83,47,169,0,79,26,0
59,210,255,223,140,36,201,47,139,14,209,39,219,107,0,16,0,0,11,0,155,0,44,0,0
6,167,255,255,41,43,163,211,157,31,215,75,255,31,30,0,31,0,0,0,84,0,109,65,0
0,112,255,255,171,166,255,230,71,224,0,165,27,0,255,0,41,64,42,0,0,0,199,215,48
0,12,255,88,43,0,255,255,255,231,105,211,56,0,35,0,49,77,132,0,59,0,143,101,0
70,110,255,0,91,121,39,139,66,224,188,76,0,0,68,0,237,255,255,183,0,0,7,169,155
0,0,255,94,0,239,255,162,194,129,6,0,0,0,132,0,11,119,178,89,104,0,9,24,10
64,17,255,232,86,166,255,214,94,192,197,87,85,0,159,0,0,48,65,139,0,55,88,28,103
19,0,254,159,0,0,88,0,23,233,56,18,0,0,4,0,0,0,0,100,68,159,255,44,36
0,0,255,130,124,0,46,103,0,118,215,141,0,0,0,255,255,255,0,0,89,228,241,162,45
0,0,0,0,0,0,255,255,255,255,163,255,120,255,90,255,255,243,31,10,94,188,255,144,0
114,125,135,0,0,175,255,255,233,219,192,255,119,52,76,156,255,103,225,75,206,255,172,115,0
17,135,182,0,0,87,255,255,255,255,255,255,0,22,131,0,123,154,174,144,255,255,240,189,18
0,255,241,15,0,124,255,248,255,255,255,255,255,119,46,0,65,227,255,64,255,252,85,66,23
23,255,255,54,27,152,255,94,53,73,196,255,0,0,0,70,235,24,177,20,255,160,74,0,0
115,181,147,0,0,214,186,207,0,46,11,255,211,108,6,99,164,118,189,103,212,98,0,0,55
0,119,107,0,0,255,255,88,5,0,18,96,209,0,9,197,178,140,0,125,65,0,0,2,35
0,59,67,0,70,19,213,97,36,162,65,94,135,121,42,200,79,57,66,0,44,0,0,61,0
