0,34,0,2,0,0,42,26,0,0
5,26,126,0,30,8,79,0,42,0
0,16,50,0,0,24,0,40,0,112
41,84,41,10,73,22,48,58,0,58
6,5,157,0,191,238,55,0,217,76
117,94,147,52,147,192,67,108,0,86
0,10,50,106,136,183,173,16,118,10
69,0,153,63,89,174,0,86,92,11
0,62,0,145,92,37,187,0,32,0
0,8,17,0,0,17,51,52,0,95
