0,53,0,30,99,0,0,119,156,56,100,0,0,77,0,0,10,0
0,57,3,33,19,112,91,45,0,91,0,118,0,28,108,0,122,232
10,15,105,9,19,0,58,0,179,0,111,0,169,0,59,135,0,0
0,0,108,30,47,0,0,165,126,78,0,119,5,207,0,0,128,0
137,0,62,0,0,97,171,55,0,53,30,0,0,70,0,0,75,0
93,52,0,75,0,98,24,85,76,26,107,37,0,168,0,61,76,136
0,58,17,0,155,36,12,71,46,143,20,136,21,38,0,0,92,0
104,1,82,0,39,34,94,71,131,160,121,0,117,0,18,187,0,86
0,65,0,129,0,62,0,255,255,255,195,59,15,0,158,0,0,184
12,157,0,255,0,61,255,0,255,200,2,116,111,0,109,108,0,101
133,7,14,68,116,74,77,0,168,110,142,60,17,36,44,0,168,0
114,0,79,0,203,39,0,117,88,176,62,28,39,141,0,30,62,53
0,62,52,11,71,60,19,0,81,57,66,46,98,0,108,0,3,140
0,6,0,0,0,0,128,88,49,0,131,175,93,0,0,75,0,97
91,95,95,0,237,54,0,53,47,233,17,0,0,68,21,97,0,0
0,0,150,0,76,0,149,0,24,13,139,55,0,5,17,103,16,52
108,126,0,56,33,1,0,0,178,0,0,110,51,23,34,1,65,0
0,91,0,116,0,0,122,94,0,108,107,0,52,103,12,0,38,0
