21,86,23,57,58,0,57,19,0,36,55,32,0,55,0,39,36,0
0,22,0,17,0,0,69,48,103,75,0,68,0,47,18,0,0,50
3,51,18,31,35,17,88,45,0,47,11,0,161,0,20,0,27,68
0,16,12,21,41,12,0,40,139,68,0,62,0,123,1,32,69,0
20,24,52,15,46,30,97,40,41,87,18,0,11,56,0,0,13,77
39,17,72,58,17,38,29,94,91,30,123,37,0,101,0,57,0,36
24,21,8,59,35,58,63,48,108,109,0,98,37,0,58,0,44,2
31,44,21,37,53,58,89,87,133,175,103,0,81,0,30,81,0,0
35,11,45,12,52,59,65,170,255,255,88,97,46,55,46,40,10,41
0,49,45,38,36,78,92,90,255,164,147,72,61,45,34,30,48,10
14,42,19,84,6,0,80,0,154,175,99,82,69,69,31,29,20,52
56,0,42,0,141,0,0,136,103,90,69,61,53,29,55,25,7,45
71,27,0,27,5,85,17,0,81,102,64,48,34,23,57,82,20,37
0,0,9,0,0,0,144,62,41,74,25,87,31,45,8,53,25,0
138,17,15,0,109,114,0,0,79,86,70,0,25,44,20,9,19,4
0,42,25,0,110,0,64,0,24,37,10,66,8,35,34,17,48,19
0,41,3,0,9,6,0,0,106,59,85,99,0,1,12,0,22,0
42,0,0,45,0,47,68,8,15,0,20,18,44,57,50,25,73,22
