21,85,22,57,58,0,57,19,0,36,55,32,0,55,0,39,36,0
0,22,0,17,0,0,70,48,102,75,0,69,0,47,18,0,0,50
3,51,18,31,34,16,88,45,0,47,12,0,161,0,20,0,26,68
0,16,13,21,41,12,0,40,139,68,0,62,0,124,1,32,69,0
21,23,52,14,45,31,98,40,41,87,18,0,10,56,0,0,13,76
40,17,72,58,17,38,29,94,91,30,123,37,0,101,0,57,0,36
24,21,8,59,36,58,63,48,108,109,0,98,37,0,58,0,44,1
31,44,21,37,53,58,89,87,133,175,103,0,82,0,30,82,0,0
34,12,45,12,51,59,64,171,255,255,88,97,46,55,47,39,10,42
0,50,44,39,35,78,93,89,255,164,146,73,61,44,34,31,47,11
14,42,19,84,6,0,80,0,154,174,99,82,69,68,31,29,21,51
57,0,42,0,141,0,0,136,103,90,69,61,53,30,54,25,7,45
71,28,0,27,5,85,17,0,81,102,64,48,35,22,57,82,20,37
0,0,9,0,0,0,144,63,41,74,25,87,31,45,8,53,24,0
138,17,15,0,110,114,0,0,79,87,70,0,25,45,20,9,19,4
0,41,26,0,109,0,65,0,24,37,10,66,8,35,34,18,48,19
0,41,2,0,9,6,0,0,106,58,84,99,0,1,12,0,22,0
41,0,0,45,0,47,68,8,15,0,20,18,44,58,49,25,73,21
