44,0,0,0,255,0,0,255,0,255,0,255,255,178,0,0,0,255,0,255,0,255,77,0,0,255,0,0,255,255,0,0,0,0,255,0,0,255,0,255,0,255,255,217,0,0,0,255,255,0
204,0,0,0,155,66,0,255,0,255,255,255,0,195,0,255,0,0,255,29,0,255,0,0,0,0,0,255,0,255,255,255,0,0,255,255,0,255,0,255,0,0,255,45,0,0,65,2,214,0
176,0,0,0,0,255,255,0,0,0,0,0,255,0,255,59,0,0,0,255,0,0,255,255,0,0,255,0,0,255,92,0,0,44,255,255,216,0,85,0,148,255,0,255,0,0,0,255,0,255
0,128,255,0,243,185,255,0,255,255,0,0,0,238,255,0,0,255,156,35,0,255,0,253,0,0,255,255,136,255,0,255,0,18,0,0,255,0,255,0,0,255,0,122,9,0,255,0,0,255
206,50,0,183,0,255,255,0,0,0,0,255,187,0,0,102,255,0,11,147,255,0,132,0,255,255,175,0,0,0,0,255,255,255,0,255,159,0,0,0,193,0,0,0,255,0,0,255,0,255
0,0,0,255,107,255,0,0,0,255,255,255,0,255,0,255,27,255,0,255,0,255,0,255,255,0,255,0,79,0,0,255,255,0,0,255,0,255,255,255,125,0,0,0,255,14,0,0,0,0
88,255,255,255,255,53,0,255,0,0,238,0,0,119,255,255,0,0,0,255,0,0,255,35,0,255,255,255,255,0,0,0,65,0,255,0,0,0,255,128,36,0,0,0,255,255,0,0,255,0
15,170,255,0,0,255,115,255,255,255,255,0,255,0,224,0,0,255,255,255,0,255,190,120,255,0,0,255,0,0,255,255,255,0,0,255,255,0,255,0,255,0,0,0,0,0,255,0,255,0
0,255,255,0,0,0,0,255,255,144,0,255,0,255,0,2,255,0,27,255,0,0,80,0,0,255,0,0,255,255,255,255,255,255,255,0,0,0,255,255,6,0,255,255,0,0,0,0,255,0
58,0,83,255,255,255,0,0,0,0,0,255,0,0,0,255,0,0,0,0,255,255,0,0,253,255,255,0,0,0,0,0,131,0,0,51,255,255,0,0,0,0,255,255,0,124,255,255,255,0
42,0,0,0,218,15,255,134,0,255,255,227,104,255,255,0,255,255,255,71,243,255,0,0,0,0,255,0,255,0,0,255,255,255,255,255,255,0,0,0,255,0,0,255,255,255,0,0,0,179
29,24,255,119,255,0,0,255,0,115,255,255,75,0,255,0,0,255,0,0,0,255,0,255,0,0,0,255,0,255,255,255,0,0,0,0,0,255,255,183,239,255,255,198,0,0,0,0,0,255
82,255,0,218,1,153,0,0,0,255,0,0,0,0,255,255,255,0,255,255,141,0,255,255,255,15,255,0,37,0,119,0,0,0,0,255,19,255,0,255,0,0,0,0,255,246,0,255,0,255
204,0,255,0,0,155,255,255,255,255,255,255,0,255,0,0,0,0,0,0,0,255,0,0,243,255,44,255,0,99,0,0,0,255,0,255,0,255,0,0,255,255,122,225,0,0,211,255,255,255
0,255,63,0,0,255,0,255,0,0,0,255,255,177,255,255,255,0,255,255,0,179,242,0,154,149,88,0,255,135,0,0,0,0,0,255,0,0,255,197,0,0,255,0,255,152,0,255,0,0
82,0,0,0,0,0,0,255,255,255,62,0,255,0,255,0,0,0,53,209,255,0,255,255,0,187,255,69,0,255,0,0,0,255,255,161,80,255,255,255,0,0,255,0,255,255,0,0,0,0
61,0,0,255,255,255,255,0,0,0,37,0,48,172,255,255,255,0,184,0,219,0,255,0,255,255,241,0,255,255,0,255,255,0,211,0,0,143,0,0,168,0,255,0,0,109,166,0,255,255
0,0,0,0,0,229,0,0,255,255,255,255,0,255,0,0,0,255,255,213,255,0,0,0,29,255,255,0,0,37,255,0,0,0,255,255,255,0,0,211,255,137,255,43,19,255,0,41,255,0
0,0,255,255,71,0,149,255,255,255,0,0,0,0,0,255,0,0,255,0,255,255,255,255,58,0,0,116,33,0,0,255,255,255,0,0,0,0,255,0,0,0,0,255,18,0,0,255,255,0
69,255,0,0,255,255,0,0,255,0,0,83,255,0,0,0,96,255,0,0,0,255,0,0,0,255,255,255,0,0,0,0,0,0,255,0,255,255,78,117,255,255,0,255,0,255,255,130,1,0
0,0,0,28,255,0,255,255,0,0,160,255,255,0,255,0,255,0,0,255,0,255,255,0,255,0,0,255,255,255,0,255,0,6,186,255,0,0,255,0,255,255,0,255,255,144,255,0,0,0
0,255,255,255,0,0,0,0,0,255,255,255,0,255,0,50,255,255,0,37,255,0,255,255,170,255,255,0,0,0,255,255,0,0,0,0,255,0,255,255,255,186,0,255,255,0,255,78,0,255
85,255,255,155,0,0,255,0,255,255,255,0,0,0,0,255,248,0,200,198,255,215,56,0,255,59,0,255,255,210,180,0,221,0,255,255,255,99,255,0,0,0,255,0,255,0,204,255,255,255
0,255,167,0,84,255,255,255,255,0,0,255,255,255,94,0,0,255,255,0,0,184,255,27,0,0,0,0,255,0,0,163,255,255,0,0,0,255,255,255,255,0,255,0,0,255,0,255,255,0
0,0,0,45,0,0,0,167,255,255,255,0,0,0,58,0,0,0,0,255,0,11,255,0,0,255,255,255,0,255,255,0,0,89,0,255,255,0,0,0,255,0,255,191,255,255,0,0,0,0
25,0,0,40,255,255,0,0,0,0,0,255,255,0,161,0,22,0,255,255,11,255,255,255,255,133,0,98,129,0,0,218,255,0,255,255,0,255,0,255,255,0,255,0,6,255,28,255,255,205
