17,84,20,56,59,0,54,23,0,37,57,29,0,56,0,36,35,0
0,23,0,17,0,0,70,48,97,76,0,70,0,47,21,0,0,56
3,50,21,31,34,12,87,43,0,45,15,0,161,0,22,0,22,65
0,15,16,22,41,11,0,44,138,69,0,64,0,126,0,30,71,0
24,20,53,13,43,33,100,41,39,86,18,0,10,56,0,0,15,71
41,18,67,59,16,40,29,94,91,30,122,37,0,103,0,57,0,39
22,23,9,56,39,57,61,49,106,110,0,99,36,0,56,0,45,0
33,42,23,35,52,57,89,87,133,175,104,0,83,0,30,85,0,3
29,13,43,16,47,59,60,180,255,255,91,95,45,51,50,37,7,46
0,53,41,46,29,78,99,81,255,165,142,74,63,43,36,33,45,13
18,41,19,83,10,3,80,0,155,172,100,81,67,67,32,27,25,44
59,0,44,0,143,0,0,136,103,93,68,60,53,33,50,25,9,45
67,29,0,27,7,84,17,0,81,101,64,48,37,21,59,77,20,40
0,0,5,0,0,0,143,63,41,67,28,90,33,43,7,53,21,0
137,20,18,0,114,112,0,0,78,91,68,0,24,45,20,12,18,3
0,36,30,0,108,0,68,0,24,36,14,65,5,34,33,20,47,20
4,44,0,0,9,6,0,0,108,56,80,99,0,1,13,0,23,0
36,0,0,47,0,45,70,11,14,0,23,16,44,59,48,22,72,19
