7,0,0,56,0,0,44,0,0,0,20,6,21,0,46,14,0,0
0,35,94,0,3,74,13,63,0,30,37,2,72,86,0,0,38,25
0,20,0,73,62,18,42,16,0,76,0,8,32,0,54,77,0,0
0,42,0,137,5,21,185,0,0,82,5,7,81,43,19,89,61,0
0,41,40,11,10,0,129,0,95,40,0,79,0,0,17,3,11,79
18,93,14,140,0,0,0,0,44,55,63,21,24,0,0,0,16,98
63,72,7,193,41,60,197,183,53,0,86,151,23,0,111,81,0,42
0,3,0,78,127,30,79,112,156,93,130,0,0,80,28,88,54,56
93,69,60,174,2,96,48,57,232,131,188,72,12,68,135,101,0,85
30,54,67,112,73,94,129,231,215,235,226,0,47,53,81,38,42,58
21,36,0,69,54,154,107,126,244,244,255,25,33,46,115,0,0,69
2,60,50,50,50,49,25,122,0,30,42,128,106,113,106,43,22,132
42,0,12,0,25,90,131,153,185,255,187,130,38,74,0,0,94,4
5,0,0,49,127,146,61,76,255,225,106,0,45,67,0,29,14,0
28,0,21,0,130,136,82,14,161,101,104,199,111,89,32,34,26,29
0,0,0,25,52,68,118,0,163,25,85,75,54,0,0,0,0,25
0,0,0,56,0,56,87,0,159,1,93,100,108,0,16,8,2,2
0,0,19,19,68,0,0,0,62,9,37,0,0,23,18,0,0,0
