0,0,8,51,0,0,100,0,0,0,62,0,98,0,50,0,52,0
0,86,78,0,16,135,7,22,0,0,159,0,96,91,34,0,23,0
32,9,0,122,0,54,77,0,0,163,0,0,10,0,0,87,0,0
0,38,43,173,140,107,178,38,0,189,0,21,5,0,0,135,124,0
0,23,37,0,0,8,130,0,42,89,0,60,0,46,0,0,57,95
71,0,0,166,0,1,0,0,163,83,221,88,0,27,0,94,47,56
123,80,0,150,0,0,220,171,0,0,75,13,157,55,12,4,27,190
0,60,5,183,80,0,155,79,105,110,69,0,150,82,103,89,7,0
44,0,50,122,0,68,125,17,223,30,209,0,0,51,102,190,103,92
62,19,0,125,113,91,106,200,255,213,255,125,193,46,31,0,0,130
0,39,0,0,210,96,211,207,255,255,252,16,0,109,0,0,0,0
37,121,80,205,61,92,124,110,0,6,0,121,101,176,57,122,90,176
43,4,0,0,30,81,83,17,224,239,255,249,55,53,0,0,84,0
0,0,22,79,0,170,167,112,255,255,0,0,0,19,0,19,53,0
29,74,80,0,159,100,26,0,0,0,138,243,147,85,107,0,94,27
0,0,0,0,16,110,35,21,214,0,0,70,63,0,0,18,0,5
39,0,0,46,0,169,63,83,67,10,150,186,200,17,0,0,51,0
0,0,62,0,73,65,0,0,18,0,131,0,0,19,1,0,31,0
