27,30,0,0,0,19,33,17,68,13,3,0,41,15,14,0,0,47,19,15
26,12,9,37,71,56,61,77,181,131,174,226,137,76,74,49,14,18,33,1
15,37,12,1,97,100,67,180,159,163,201,207,146,143,61,72,56,54,34,7
38,10,0,47,49,142,243,140,200,139,206,149,93,53,31,80,92,42,22,37
0,49,66,98,126,122,163,218,167,190,142,54,66,25,49,58,57,56,42,31
9,95,88,86,163,207,131,153,212,117,111,55,39,44,6,25,77,37,37,44
0,155,88,199,183,113,135,124,126,194,85,96,32,43,0,37,10,21,23,76
0,118,233,224,167,92,119,89,119,166,115,116,51,0,29,14,48,52,88,86
42,147,182,184,205,153,79,95,115,111,78,43,119,97,20,45,0,81,121,56
0,234,200,114,159,239,129,91,90,114,33,0,132,136,61,28,72,69,133,32
0,230,223,164,142,171,158,121,114,42,72,43,26,44,148,142,64,62,134,95
53,143,229,200,191,136,113,98,176,65,131,113,18,15,80,103,127,116,147,128
26,179,207,212,112,71,113,133,149,142,154,109,123,38,6,92,168,163,154,124
47,97,128,138,38,191,125,150,177,170,88,144,182,180,128,89,90,171,207,31
14,135,93,54,187,136,142,177,132,86,103,122,204,209,136,150,105,137,89,45
36,71,42,146,204,163,224,188,91,51,100,210,118,121,167,159,120,135,66,0
0,0,48,159,159,253,218,158,170,156,159,169,128,126,126,146,175,116,70,0
7,0,42,125,107,146,174,170,242,229,140,119,125,94,121,81,115,86,68,0
0,8,73,53,154,146,122,183,112,129,160,196,105,107,126,60,59,31,64,0
40,25,97,179,139,106,69,80,106,58,64,115,183,93,115,92,78,29,0,0
