0,247,0,100,0,0,189,0,0,44,0,0,0,165,255,48,0,0,95,53,63,11,0,4,0
65,37,178,96,0,36,130,192,0,255,255,255,85,173,0,243,255,0,0,255,255,123,20,0,0
0,0,0,0,0,0,0,0,0,0,236,0,42,255,147,208,255,63,255,0,8,0,0,0,0
35,79,144,236,78,90,175,255,179,0,255,255,145,255,139,229,255,255,0,0,0,0,0,0,0
11,189,159,255,96,255,181,247,10,223,172,0,0,234,0,86,96,96,0,0,112,0,0,0,0
0,52,72,136,52,88,0,0,61,117,255,47,255,215,15,255,255,104,0,156,255,255,132,255,0
0,138,255,255,255,205,176,69,62,23,255,88,255,237,154,255,255,255,186,135,246,255,255,0,0
0,175,255,255,255,255,199,255,217,0,255,150,101,255,0,181,78,0,193,0,0,0,114,112,125
0,0,111,255,255,255,255,255,255,0,255,255,255,127,0,0,66,0,21,0,53,255,253,250,156
0,0,128,39,26,0,0,61,0,0,152,79,0,0,0,218,0,44,0,37,255,255,0,0,0
0,255,255,13,255,255,255,255,183,0,0,0,122,220,133,255,30,255,124,0,51,0,0,0,70
0,45,255,195,255,255,255,222,0,0,85,0,255,100,255,255,0,0,0,0,0,0,136,0,0
28,40,255,0,174,0,255,255,0,0,0,4,238,251,255,255,0,0,255,255,255,5,140,78,39
19,165,255,201,255,0,0,136,6,255,255,255,245,0,0,0,0,158,0,0,0,0,0,230,232
69,60,255,255,255,0,48,166,0,0,0,33,255,205,230,0,46,0,195,248,183,255,255,34,166
40,0,88,0,87,164,128,202,255,0,0,76,2,174,84,24,0,43,135,0,255,255,255,180,0
53,0,0,182,0,0,0,0,255,33,134,38,0,56,0,215,255,255,0,0,154,0,108,115,0
4,144,255,255,255,139,0,0,255,0,0,255,31,104,0,9,90,255,129,80,255,0,0,0,0
28,0,43,0,0,120,42,0,255,0,0,190,0,0,0,25,75,0,190,215,63,0,203,80,63
0,48,107,0,77,255,255,0,255,179,0,195,165,147,255,255,255,188,255,0,255,255,0,255,154
18,0,0,0,0,86,255,255,255,0,2,255,85,255,93,28,0,0,255,255,255,255,225,255,94
0,255,255,231,255,255,255,255,255,0,0,255,66,0,0,0,0,0,30,112,0,0,0,0,0
39,255,255,255,0,0,0,0,255,239,255,206,0,255,255,255,255,255,0,38,0,76,62,0,30
25,255,255,30,124,175,0,0,0,255,255,0,61,0,0,255,255,135,0,57,111,0,84,0,89
0,255,255,207,229,0,0,0,0,255,216,0,0,0,0,13,145,255,255,0,0,0,32,9,0
