219,0,138,149,0,255,0,225,0,144,0,0,0,140,25,255,205,0,79,0,0,0,255,42,0,255,33,0,255,0,10,0,255,0,0,247
0,67,93,0,254,0,0,135,0,15,255,82,6,53,0,0,0,255,0,0,228,243,0,0,255,255,0,255,0,0,255,0,0,0,255,140
255,76,0,3,242,0,255,219,0,64,0,88,0,0,54,0,255,0,0,255,0,0,0,0,149,0,0,0,255,0,255,79,0,214,72,70
0,0,255,0,0,187,255,0,0,56,0,9,168,0,0,255,112,5,224,0,235,0,255,184,0,119,0,255,255,0,0,252,0,255,0,0
0,255,0,255,0,0,0,0,255,0,65,0,0,188,0,0,55,247,0,255,118,147,0,244,0,0,255,0,208,255,132,0,247,0,0,0
189,0,0,255,0,193,0,152,250,0,16,40,136,0,200,1,15,5,205,0,0,144,0,55,1,255,0,255,0,149,0,255,223,0,0,0
253,0,90,235,255,0,255,26,0,82,64,199,2,144,0,0,0,0,255,170,13,90,0,38,255,0,0,255,175,0,255,0,0,255,255,0
0,138,136,0,0,0,255,38,146,255,180,0,133,0,0,116,98,0,0,255,96,255,39,0,0,255,0,194,0,61,0,0,0,0,255,255
0,0,255,0,255,255,0,39,0,92,0,77,0,41,80,39,210,255,32,18,112,0,255,0,0,0,255,0,0,80,83,255,0,0,0,0
34,188,129,230,140,0,0,255,255,0,4,255,0,220,8,38,46,56,154,187,223,0,255,0,255,0,255,0,255,0,0,0,255,0,0,167
119,173,0,0,0,255,227,76,0,0,39,0,255,0,124,0,84,49,255,0,0,174,0,255,0,0,0,0,0,0,0,197,21,0,167,211
0,0,2,0,0,0,255,0,41,255,0,0,59,16,72,123,39,178,148,255,0,255,210,0,157,0,255,0,0,0,255,0,84,0,0,214
0,91,0,90,0,0,9,0,0,0,16,155,255,0,170,23,0,218,226,64,0,0,0,255,0,169,0,255,0,255,49,13,0,92,0,0
255,0,0,10,122,0,0,0,0,117,153,59,0,245,0,51,107,116,255,84,255,128,255,0,180,134,0,0,96,0,16,0,98,0,0,0
158,0,144,0,19,133,0,0,0,59,0,0,255,0,255,170,88,226,255,0,194,255,0,121,0,0,109,84,78,0,0,38,0,0,42,0
0,0,50,158,118,0,0,154,129,0,0,0,0,255,60,0,255,167,255,255,0,78,17,0,75,0,3,0,0,0,23,0,0,46,68,34
0,255,0,59,0,164,76,149,33,118,72,0,1,0,53,241,0,255,255,0,255,0,0,0,0,0,0,70,18,0,42,0,0,80,0,0
213,0,88,0,0,0,247,199,0,16,255,101,110,146,140,103,255,255,0,255,0,0,0,5,0,0,89,128,0,0,51,57,231,0,17,65
0,22,182,107,162,0,0,23,167,5,0,136,18,106,10,134,97,255,255,21,255,145,215,72,81,255,3,0,121,89,0,255,0,0,86,36
112,97,0,196,0,255,0,0,136,26,0,0,5,0,63,0,255,36,255,255,0,69,93,56,162,87,131,0,33,182,236,0,176,33,0,0
255,0,0,0,71,45,98,0,0,20,0,0,89,0,0,0,255,0,255,0,157,32,142,0,0,0,105,48,36,142,29,65,0,255,0,117
0,0,101,0,42,0,0,0,64,55,0,0,249,0,0,255,0,255,255,255,144,255,0,0,48,114,0,90,0,0,174,0,7,87,49,73
0,142,0,0,32,0,0,15,109,0,11,11,0,255,0,255,255,209,168,15,137,0,63,255,0,143,131,0,94,0,0,98,29,0,87,87
0,113,0,0,0,0,221,52,0,0,0,54,203,0,255,0,152,245,170,154,102,0,97,0,29,0,89,255,0,0,0,54,0,36,120,0
147,0,50,123,0,255,0,0,0,255,0,0,12,255,0,0,79,187,200,109,34,0,67,0,0,255,0,0,250,0,141,0,0,0,91,88
0,181,74,0,146,0,0,255,105,0,0,0,86,0,255,144,0,255,25,79,0,255,0,0,255,0,255,63,0,214,0,146,105,0,0,0
0,0,23,255,0,255,0,0,255,0,31,255,27,0,0,0,194,0,198,144,86,0,189,165,0,164,196,0,33,0,208,50,0,16,0,0
202,255,140,0,0,0,255,255,0,0,0,0,255,255,150,23,0,23,151,227,63,120,0,0,100,255,0,0,255,247,0,105,0,255,45,0
21,0,0,144,110,0,26,0,93,20,255,0,55,255,0,0,51,172,46,140,97,0,147,30,191,0,97,202,0,0,0,255,0,51,0,255
0,255,0,0,0,105,0,207,255,255,0,255,0,255,0,0,78,255,74,0,135,0,89,5,0,140,0,52,0,255,248,0,255,0,255,0
0,0,255,0,48,0,85,240,0,0,255,0,255,0,179,120,150,0,255,0,0,168,0,48,137,0,255,110,0,0,255,0,255,0,62,154
0,0,0,0,106,255,0,56,255,255,0,255,231,48,0,192,225,46,65,63,151,0,74,96,0,69,142,79,60,0,0,178,0,242,96,0
255,0,0,138,197,255,0,0,255,0,255,214,0,0,255,0,0,142,5,185,32,29,0,5,100,227,8,0,0,255,0,0,0,255,0,180
0,110,180,142,0,0,255,0,0,255,255,255,0,255,0,47,109,0,114,98,0,215,0,44,0,11,90,0,0,0,228,255,0,0,255,149
226,166,0,0,175,0,255,255,255,255,0,0,255,134,0,102,166,134,229,70,0,0,155,176,66,0,63,213,0,12,158,0,0,187,0,34
0,0,255,0,229,0,0,255,4,255,0,93,255,0,255,14,0,208,37,138,255,22,0,0,213,30,0,0,142,226,0,0,255,0,113,67
