0,2,0,143,0,0,8,0,13,81,0,81,0,26,0,101,0,0,28,0
72,141,0,187,0,157,151,41,160,238,255,255,0,229,93,0,0,81,78,196
5,43,10,114,0,0,163,215,133,0,255,255,0,255,0,255,60,57,16,0
0,0,0,255,0,105,255,95,17,255,255,255,0,255,136,0,142,0,62,0
97,240,0,255,0,63,255,7,8,0,102,56,0,0,0,0,0,102,0,13
0,142,0,255,255,255,255,255,33,122,232,86,0,227,108,255,145,143,255,0
0,136,0,239,0,0,255,15,0,77,255,255,198,255,86,181,0,24,61,80
31,201,136,255,65,0,255,255,0,255,255,142,59,0,196,77,32,0,0,47
0,79,0,255,255,69,255,255,0,255,255,169,231,0,0,71,54,141,255,146
102,255,255,255,255,0,255,0,0,0,160,0,255,0,131,255,0,78,175,0
0,0,0,44,0,0,255,0,0,4,255,0,255,0,0,1,0,0,125,0
25,255,255,87,233,76,255,0,30,0,255,0,255,0,0,242,105,48,209,198
0,255,132,176,0,77,255,110,173,169,255,0,255,45,0,91,153,14,170,69
127,77,144,193,0,76,59,0,142,4,255,0,255,88,27,13,255,255,255,239
48,42,104,174,0,255,182,251,0,255,45,179,255,255,255,88,203,112,174,32
0,232,90,255,0,255,255,188,69,255,100,255,0,234,255,17,166,206,162,0
0,230,0,23,155,255,128,255,0,255,0,255,0,119,255,132,117,255,2,34
0,147,0,197,71,255,132,166,0,255,0,255,174,160,55,0,241,128,0,0
49,42,0,167,0,255,34,165,103,255,0,255,0,0,0,67,193,0,13,1
5,200,0,146,217,124,149,96,0,105,226,41,149,55,201,41,63,39,55,0
