0,0,0,136,0,0,13,0,22,82,0,82,0,26,0,99,0,0,28,0
67,139,0,179,0,161,141,42,174,233,255,255,0,230,98,0,0,74,80,193
10,42,4,121,0,0,153,210,144,0,255,255,0,255,0,255,49,62,14,0
0,0,0,255,0,120,255,90,29,254,255,255,0,255,141,0,157,0,44,0
100,235,0,255,0,72,255,0,19,0,123,66,0,0,0,0,0,102,0,0
0,133,0,255,255,255,255,255,53,130,231,61,0,228,115,255,116,187,255,0
0,133,0,246,0,0,255,33,0,75,255,255,204,255,98,168,0,5,67,66
32,201,132,255,43,0,255,255,0,255,255,139,59,0,192,47,9,0,0,45
0,82,0,255,255,95,255,255,0,255,255,162,217,0,0,59,71,153,255,150
115,255,255,255,255,0,255,0,0,0,145,0,255,0,140,255,0,67,164,0
0,0,0,1,0,0,255,0,0,15,255,0,255,0,0,14,0,0,139,0
38,255,255,128,255,95,255,0,36,0,255,0,255,0,0,236,92,33,209,192
0,253,125,158,0,77,255,126,186,148,255,0,255,28,0,77,149,3,165,69
122,84,144,179,0,64,28,0,122,25,255,0,255,83,25,7,255,255,255,233
46,42,108,175,0,255,191,255,0,255,42,173,255,255,255,99,205,113,171,26
0,230,98,255,0,255,255,200,65,255,80,255,3,220,255,25,163,215,159,0
0,241,0,31,167,255,152,255,0,255,0,255,0,121,255,137,124,255,3,23
0,144,0,176,79,255,134,167,0,255,0,255,172,175,49,0,253,131,0,0
53,41,0,149,0,255,41,161,103,255,0,255,0,14,0,59,191,0,11,10
2,193,0,149,205,118,154,93,13,94,241,44,139,57,206,38,63,35,58,1
