0,93,0,0,0,255,0,225,255,255,255,255,221,96,255,255,0,226,246,0,0,116,255,0,255,255,0,0,222,0,69,0,0,20,255,255,255,0,0,0,0,0,63,255,0,52,18,28,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,211,255,0,151,0,0,0,255,0,0,0,0,255,0,255,0,0,255,0,255,0,0,0,255,51,213,255
255,0,255,255,0,0,0,0,255,0,0,0,255,0,0,0,0,255,0,255,255,0,255,0,0,255,0,0,255,0,255,0,255,0,255,0,255,89,0,255,213,255,0,255,0,0,255,255,0,0,0,225,255,26,0,178,255,255,0,0,0,0,0,255,0,0,255,0,0,255,255,0,0,0,0,0,0,52,255,47,255,0,255,0,0,0,0,82,255,255
255,0,0,255,255,0,0,0,0,255,203,255,0,0,255,255,0,0,0,255,0,0,244,0,255,255,255,0,220,123,255,0,186,255,255,0,255,255,0,255,255,255,0,255,0,0,255,0,0,255,255,255,255,0,0,255,0,0,255,255,0,0,0,255,0,255,0,255,0,255,0,255,255,0,0,0,255,0,0,0,255,255,255,255,0,0,0,0,255,255
255,0,255,0,0,255,255,255,123,0,0,255,0,0,0,255,0,0,0,0,0,0,255,0,0,0,255,0,0,158,255,0,0,0,0,255,255,255,0,255,255,0,0,255,0,0,255,255,0,255,0,255,0,255,0,0,0,255,255,255,0,0,0,255,255,0,255,0,255,255,0,0,255,0,0,123,255,0,0,0,255,0,255,32,255,69,0,0,0,255
151,255,0,0,0,152,255,255,0,0,0,0,255,0,0,255,255,0,0,0,255,0,0,0,255,255,0,0,0,143,255,0,255,0,255,255,255,255,0,54,0,255,255,0,0,165,255,255,255,0,0,0,0,255,0,255,0,0,255,255,255,255,0,0,0,0,255,0,0,255,255,0,0,0,255,255,255,255,0,0,255,0,0,255,255,116,255,255,0,0
255,255,0,0,0,0,255,0,255,255,0,78,255,0,0,255,0,0,0,0,145,255,255,255,255,255,165,0,146,0,255,255,255,255,0,255,255,0,0,0,255,0,255,255,0,255,0,255,0,255,0,255,255,255,0,57,127,0,255,0,255,0,255,255,0,0,0,0,0,255,255,255,255,0,255,0,0,176,255,0,255,255,255,252,255,255,0,255,255,0
0,255,0,0,255,0,0,255,0,255,255,255,0,0,0,255,0,0,0,0,0,0,0,255,0,0,255,77,0,0,255,255,255,255,0,0,255,0,255,255,255,255,255,255,0,255,132,255,0,255,15,255,0,0,255,0,255,255,255,255,255,255,255,255,0,0,255,176,0,255,255,255,0,0,255,0,0,255,0,255,255,255,255,255,0,255,255,255,255,0
210,0,0,0,0,0,0,0,255,0,0,255,255,0,0,255,255,0,255,0,0,0,0,0,0,228,0,255,0,255,0,0,255,255,0,0,255,255,255,0,178,255,0,0,0,0,0,0,255,255,0,255,0,255,255,255,22,0,0,0,0,0,116,0,0,0,255,255,255,0,255,255,0,0,0,0,255,255,255,255,0,0,255,255,0,0,0,0,0,0
55,0,0,0,255,0,0,0,0,255,0,255,0,255,0,58,255,255,0,255,0,255,0,0,0,0,255,255,0,255,0,0,0,255,255,0,0,0,255,255,0,237,255,0,0,255,255,0,255,0,0,255,0,255,255,0,255,0,255,255,255,0,0,255,0,255,255,255,255,0,0,0,255,255,0,0,0,0,0,255,0,0,0,255,77,0,255,0,0,255
255,255,255,0,0,0,0,0,255,255,0,0,0,0,255,0,255,255,0,255,0,0,0,255,255,0,0,89,255,255,0,255,0,255,255,0,0,255,255,255,0,0,255,0,0,0,255,0,255,0,0,0,0,0,255,255,255,0,0,0,0,0,0,255,0,0,0,0,255,0,255,255,0,0,153,255,255,255,255,255,255,255,221,0,255,0,255,255,0,255
