0,255,131,87,12,124,49,0,73,74,245,242,112,0,0,255,0,0,255,255
255,255,26,0,176,255,62,100,103,60,0,166,0,0,101,0,255,0,0,149
0,0,255,9,255,0,0,75,104,157,206,156,0,0,0,0,63,196,38,0
255,74,255,0,0,205,255,0,205,0,0,0,255,255,255,0,0,244,87,223
244,0,186,0,20,150,29,51,0,239,255,0,0,0,255,0,255,0,215,0
0,91,0,255,161,0,82,148,165,212,0,0,54,59,0,255,0,255,0,0
0,94,0,187,100,0,255,0,128,48,212,185,144,1,0,45,42,72,29,78
144,22,6,21,0,123,0,255,32,164,240,142,0,142,114,0,0,49,148,0
121,9,170,24,0,116,255,0,255,1,206,32,0,110,130,0,63,71,5,59
255,0,0,16,78,37,132,0,255,199,255,0,39,175,33,69,50,189,0,255
0,184,0,194,29,145,0,255,0,255,32,255,255,0,0,255,78,25,187,35
0,0,60,255,100,23,49,0,74,0,255,150,206,50,136,0,0,59,0,0
0,216,11,0,85,79,0,0,153,242,66,255,0,255,0,0,75,2,0,0
255,8,199,0,0,0,175,255,0,217,135,144,255,0,255,0,155,0,0,89
255,0,179,0,255,0,255,0,70,57,160,85,135,101,7,0,255,90,15,255
243,1,0,243,0,255,0,186,114,107,106,34,0,255,0,53,214,0,37,0
0,0,249,0,0,0,255,90,0,25,32,227,0,0,6,255,0,251,0,0
104,255,0,94,124,255,0,0,103,255,76,85,137,0,0,71,0,135,0,255
0,0,0,255,255,0,176,13,192,0,111,83,0,2,135,255,0,73,255,0
255,255,0,0,255,190,31,105,0,0,19,165,152,8,78,38,0,255,214,34
