0,255,174,64,65,75,93,0,49,120,123,172,194,0,0,255,63,0,255,255
255,255,76,0,198,186,41,77,150,85,0,168,0,6,55,0,255,0,0,0
0,0,255,4,255,0,0,128,72,137,165,85,0,0,8,0,124,126,34,0
255,92,240,0,0,247,200,4,97,29,0,0,255,240,255,0,0,242,60,246
140,0,120,0,14,163,8,0,7,178,255,35,0,0,246,0,255,0,211,0
0,83,0,255,147,0,71,154,159,123,104,0,107,73,0,180,0,254,0,0
43,38,0,157,123,0,255,0,78,178,125,204,88,29,0,64,50,78,0,22
73,87,39,39,0,104,0,255,49,44,255,144,0,196,35,0,32,6,14,31
21,0,110,72,0,156,236,0,255,206,94,35,0,0,142,56,0,61,24,76
148,0,0,33,84,31,84,130,186,255,255,41,131,55,24,43,113,77,0,144
0,124,14,147,9,83,1,255,48,255,64,255,178,39,18,172,25,20,111,8
0,95,10,153,95,68,0,10,63,0,255,142,186,97,120,10,0,126,16,0
23,136,0,0,103,36,0,0,165,198,123,248,0,255,0,0,103,0,0,53
199,0,127,46,0,0,143,255,0,182,171,160,220,0,255,0,146,0,0,0
160,0,255,0,241,0,255,0,152,117,160,0,111,138,7,0,227,74,15,191
141,46,0,238,15,255,0,232,39,113,65,79,0,239,29,23,180,0,0,0
0,0,187,45,0,0,255,61,0,49,110,173,0,0,0,233,0,255,0,0
56,245,0,56,109,238,0,0,142,195,57,118,67,19,44,44,0,146,0,255
0,0,0,255,255,0,213,0,86,57,110,42,23,0,153,218,0,113,255,0
255,255,0,0,255,230,0,163,0,0,55,133,166,0,22,36,0,255,168,3
