38,17,39,78,145,139,97,50,19,39
17,14,86,165,202,179,102,35,61,20
32,96,188,159,186,81,38,25,49,57
78,180,149,104,113,96,31,3,26,92
104,211,151,124,92,81,97,33,59,106
140,206,170,151,93,59,32,78,98,148
161,143,66,93,144,121,149,74,134,154
96,109,226,210,212,183,205,182,164,75
27,74,225,178,164,154,101,94,112,18
39,78,119,99,132,141,82,70,36,40
