0,0,0,0,0,0,14,58,49,120,35,86,83,67,37,0,0,0,0,0
0,0,0,0,1,90,74,13,225,168,199,178,82,30,40,3,2,0,0,0
0,0,0,1,78,23,125,188,216,161,199,169,197,139,0,58,110,2,0,0
0,0,6,68,2,195,175,194,193,206,196,146,34,104,3,25,59,111,0,0
0,0,65,22,194,204,137,199,189,189,174,69,0,50,7,19,32,97,31,0
0,60,22,197,195,187,121,182,186,164,77,121,0,103,0,28,0,2,90,0
0,99,166,197,129,192,191,119,162,108,38,0,12,76,0,0,1,0,227,0
19,90,200,197,144,57,36,51,75,98,206,168,0,4,0,18,25,1,29,22
55,23,207,204,191,108,112,133,116,97,42,134,109,73,0,8,31,16,117,60
78,147,213,201,201,115,142,126,134,49,8,1,178,161,116,1,1,135,176,61
79,208,208,207,191,188,189,122,46,9,156,5,0,41,150,69,0,181,194,77
162,203,197,196,184,184,88,205,197,53,195,33,45,1,46,113,10,178,188,84
170,179,191,135,26,36,3,171,76,117,238,43,70,123,16,62,32,182,159,86
135,173,181,26,18,173,14,149,91,186,191,0,254,254,168,5,51,181,187,40
77,120,180,2,253,255,254,254,172,253,251,61,254,251,251,38,188,181,136,0
0,23,169,15,255,248,213,254,208,252,254,178,120,240,254,54,201,186,35,0
0,63,4,83,254,229,251,208,118,225,148,47,26,174,238,27,193,154,0,0
0,4,82,18,250,255,251,40,116,195,138,153,144,180,1,5,172,8,1,0
0,0,55,237,8,63,135,155,120,167,227,70,97,6,60,111,40,1,0,0
0,0,0,52,157,109,26,81,60,104,167,73,87,76,69,46,0,0,0,0
