0,38,0,0,0,0,0,0,8,61,7,17,82,0,29,5,0,66,0,0,2,0,0,16,6
24,130,10,36,27,28,139,93,79,72,152,248,219,183,179,97,42,2,84,68,10,18,33,0,15
0,36,0,0,12,0,69,42,0,231,162,188,140,227,170,183,173,33,35,92,105,52,0,30,34
0,37,0,53,51,6,9,162,177,146,238,185,104,255,138,191,110,103,54,2,149,0,18,0,0
14,26,0,71,0,33,149,255,169,136,180,249,120,255,76,56,58,39,0,0,147,21,111,24,17
26,90,46,6,43,175,165,195,161,198,165,255,146,223,0,0,16,45,59,0,19,46,138,32,0
0,7,57,14,160,221,146,124,172,142,255,167,164,46,103,56,6,88,0,0,60,50,97,54,0
9,67,136,148,168,231,144,168,98,132,197,172,92,0,130,45,103,43,60,18,29,31,81,150,21
4,115,110,212,195,170,154,205,80,173,45,79,96,100,23,19,63,0,0,0,0,49,30,218,0
0,133,147,182,204,174,62,151,13,109,151,43,113,250,149,24,0,0,0,6,38,45,0,167,29
5,110,125,197,162,221,108,16,113,151,133,44,4,78,127,117,31,47,68,0,6,64,126,102,0
0,66,222,216,212,200,180,77,188,170,120,93,43,70,17,159,130,117,19,0,86,130,161,117,48
0,137,253,228,139,103,128,162,122,132,64,152,21,163,19,53,8,136,107,0,0,118,199,86,67
32,173,158,150,121,202,180,184,84,155,143,42,46,95,3,0,42,58,175,28,0,71,188,160,35
41,140,229,211,189,207,119,110,155,192,156,15,141,201,93,38,0,0,125,179,67,164,136,213,0
170,135,202,240,131,55,89,62,0,185,131,13,169,184,50,87,97,86,17,25,53,93,145,217,45
10,154,143,198,52,1,69,24,59,98,85,101,220,7,0,109,255,201,0,58,155,97,187,222,17
33,209,181,170,12,32,251,217,187,241,61,201,255,143,133,210,215,187,160,0,222,123,202,255,0
0,171,136,193,35,247,255,174,255,186,89,254,199,255,190,228,220,228,239,88,143,203,121,78,25
25,67,61,73,71,243,255,169,226,206,108,255,255,142,181,42,223,238,188,111,134,116,68,61,0
0,96,38,37,120,255,237,247,255,145,143,253,226,171,165,0,15,255,179,124,103,255,45,28,0
16,13,27,0,93,255,205,225,250,98,78,192,20,160,135,178,126,0,21,57,105,173,0,42,0
0,35,24,109,97,23,143,120,154,193,140,255,187,195,141,146,65,0,64,89,151,0,0,0,19
16,38,0,63,234,108,95,48,141,71,70,74,165,113,84,103,28,25,48,95,50,0,36,34,0
0,22,0,0,33,184,138,86,21,69,94,26,149,120,72,110,85,77,83,8,0,0,68,15,22
