0,90,120,0,0,26,0,5,0,0,0,183,143,38,130,0,0,0,12,0,33,0,117,17,0
41,113,0,70,87,40,22,77,58,83,168,194,185,220,164,34,24,20,0,69,158,1,153,73,18
0,48,6,121,4,46,0,104,0,115,255,143,247,155,250,108,31,82,0,65,24,0,50,0,7
0,82,42,96,49,19,0,114,102,255,232,56,224,255,195,28,26,50,16,22,29,59,91,5,0
12,101,54,86,0,0,79,255,181,208,123,142,125,207,98,0,56,10,79,48,121,0,50,95,44
24,45,5,29,0,125,181,229,161,197,144,255,25,208,82,0,94,67,28,12,0,0,0,22,0
41,9,23,85,156,130,129,183,0,255,70,144,152,124,29,58,0,66,0,22,51,2,179,0,0
0,0,154,201,189,170,182,101,124,229,250,66,123,43,99,0,122,43,10,7,0,16,205,31,4
0,130,222,182,177,125,238,118,19,103,225,41,206,52,73,0,0,56,19,14,78,0,105,11,22
7,176,242,199,253,140,8,10,187,255,123,0,255,85,110,28,73,0,35,93,82,16,75,110,0
27,129,255,232,237,188,144,1,186,240,52,111,10,113,168,113,0,10,5,0,50,0,212,252,23
0,89,177,226,153,146,54,78,255,189,68,80,67,0,44,209,0,63,41,0,108,64,125,49,0
49,78,203,218,136,179,18,44,178,145,117,126,139,86,0,51,123,112,180,23,0,93,164,169,104
0,0,198,197,198,140,3,88,106,156,150,99,49,130,22,16,37,42,0,166,79,112,199,47,50
52,30,105,105,140,121,24,255,49,255,76,70,128,152,141,90,42,73,132,132,10,97,255,75,88
13,0,206,196,166,0,111,0,47,255,91,146,95,154,70,88,24,0,81,154,35,181,239,56,49
38,218,255,203,160,0,110,98,0,156,135,195,113,213,0,175,222,227,42,106,0,217,232,179,49
15,177,222,133,32,182,255,34,154,155,0,158,195,218,0,133,174,215,120,47,80,153,89,98,0
0,138,223,83,0,124,175,214,171,167,116,201,255,168,32,239,230,127,171,49,41,227,24,0,0
41,64,117,50,0,159,167,192,204,237,255,227,216,201,101,86,220,138,97,0,185,148,18,0,22
0,23,20,0,24,212,191,213,223,159,199,255,251,255,21,88,0,193,214,0,162,86,31,0,4
26,145,0,66,237,193,255,255,255,160,87,190,50,231,0,204,255,113,159,43,168,125,128,88,0
0,153,154,0,55,121,0,255,128,252,200,215,179,255,214,123,75,0,13,0,89,107,126,99,5
63,151,56,174,0,189,0,20,62,40,99,7,191,194,51,68,0,27,0,0,110,105,90,20,9
0,159,2,0,196,135,103,0,1,0,27,177,242,225,39,0,0,59,15,0,96,0,75,70,17
