0,27,34,6,0,39,71,0,0,0,0,138,105,9,31,0,0,0,31,72,54,0,57,0,0
40,77,0,86,110,96,0,100,57,129,229,191,113,140,148,132,77,36,1,98,241,37,55,68,21
0,56,0,52,0,29,0,134,6,80,202,115,181,255,255,188,61,28,0,0,177,78,0,0,9
0,51,74,103,57,7,0,156,102,240,137,77,167,179,204,130,129,0,0,0,115,110,29,0,0
68,48,0,42,10,0,43,255,255,255,187,215,189,218,123,20,38,45,7,21,64,66,136,0,55
0,8,0,10,0,134,151,161,147,178,71,219,103,178,96,0,118,51,10,12,84,1,66,41,0
51,0,0,71,255,164,161,255,36,255,197,92,211,188,19,0,52,25,0,8,103,0,191,103,31
0,0,66,117,138,100,212,147,79,223,223,37,255,60,121,0,32,84,0,5,20,0,158,100,0
0,179,221,99,231,22,155,139,132,145,147,0,254,47,0,0,0,0,23,0,71,0,105,87,11
0,204,218,54,255,73,0,0,82,113,125,0,255,255,150,0,216,0,0,124,119,0,64,57,0
8,252,255,160,255,134,209,0,162,127,0,119,73,128,181,37,186,38,0,0,83,0,222,255,67
0,91,255,174,223,225,253,113,255,107,0,49,29,45,0,188,64,16,0,26,186,58,167,93,0
144,73,255,127,156,226,123,117,115,127,223,238,106,0,0,0,117,255,245,104,0,21,112,148,136
61,12,255,162,108,218,90,213,126,241,201,154,0,66,82,0,54,102,31,60,50,117,136,73,65
96,22,126,168,81,224,251,210,0,251,131,182,169,156,101,93,14,122,0,134,0,139,119,59,86
16,66,255,191,125,42,69,0,0,254,66,180,116,110,0,31,0,0,0,135,8,115,211,69,41
0,204,255,121,123,0,136,23,0,177,197,40,0,139,0,255,255,255,23,100,79,220,235,171,8
28,219,237,3,23,58,255,187,247,255,90,231,255,255,0,182,255,255,133,69,128,222,255,200,13
12,141,253,0,0,157,255,245,105,222,100,224,255,255,0,124,255,176,236,38,80,234,103,116,8
28,115,198,98,167,255,255,254,154,233,223,232,130,231,50,1,255,192,255,73,255,255,158,53,0
0,9,0,17,74,223,255,255,240,232,178,255,255,255,14,43,49,187,255,0,110,95,31,0,0
18,173,0,0,169,222,255,255,194,72,58,81,0,100,34,245,255,0,123,0,147,142,58,3,4
1,99,0,0,56,143,180,255,20,179,105,255,255,255,82,0,123,61,91,0,181,111,29,0,8
0,102,26,0,80,122,71,187,91,15,66,122,245,149,0,179,72,0,0,106,126,0,0,0,46
8,5,81,0,72,0,190,184,33,125,74,46,146,174,30,184,94,5,56,0,113,0,0,43,0
