0,179,64,74,195,0,0,0,250,0
48,164,190,45,0,0,0,114,255,0
0,221,255,90,0,0,0,211,255,195
0,196,255,164,255,0,117,255,255,165
6,151,255,255,255,0,0,0,113,50
39,224,232,255,59,0,0,140,255,255
0,0,149,255,255,0,132,0,255,255
15,154,152,255,136,0,103,0,130,255
13,157,175,114,0,0,0,0,255,255
41,255,255,108,0,0,0,0,255,255
