17,23,14,37,41,46,24,34,12,8
1,19,27,28,55,57,29,27,9,11
44,21,24,32,72,66,46,14,17,11
22,39,51,45,94,98,35,22,21,31
30,38,48,88,219,214,80,65,51,37
32,45,60,74,206,238,82,42,32,24
32,22,22,34,101,94,46,51,39,22
11,17,14,46,67,72,33,24,21,44
12,9,26,30,57,54,29,27,19,2
8,11,34,22,46,39,36,13,22,17
