18,50,10,44,18,14,66,35,9,0,47,55,36,15,0,0,21,10
0,20,23,22,1,0,64,54,82,87,0,34,0,0,55,36,0,15
26,19,17,29,35,60,74,27,0,55,14,18,77,0,0,0,7,21
18,24,22,26,22,21,0,48,121,89,9,0,33,72,0,30,3,0
43,14,33,20,46,42,64,38,58,65,7,81,0,2,19,0,22,0
37,27,34,55,8,40,43,89,76,51,69,17,5,21,8,21,18,33
19,21,30,38,63,47,56,58,109,114,37,35,24,12,27,5,19,20
22,33,33,39,57,58,83,93,135,170,41,33,31,27,29,59,3,27
12,33,42,27,37,71,65,163,255,255,93,91,61,55,38,14,47,15
13,34,38,18,58,60,91,87,255,166,157,66,72,41,28,46,30,4
21,29,22,56,17,36,37,43,146,158,94,84,57,55,38,33,33,30
43,6,8,30,22,15,16,58,108,99,76,57,48,64,36,27,27,17
9,29,24,7,13,32,24,27,60,93,76,44,39,10,59,32,28,43
12,14,0,3,0,2,75,29,47,77,36,57,42,44,20,36,16,35
3,0,27,0,48,37,0,0,87,97,59,19,17,22,26,20,23,18
13,7,1,0,8,43,19,24,58,16,16,56,64,37,27,16,19,30
12,14,30,58,0,0,22,0,60,74,68,77,0,0,23,22,19,0
28,0,0,0,35,53,50,0,44,2,41,51,19,28,44,9,47,19
