25,0,0,50,0,0,0,0,0,10,0,0,1,8,46,0,0,0,6,5,0,2,0,0,18,20,0,0,0,0
0,0,0,36,25,0,7,3,0,0,15,0,19,66,75,27,0,37,35,28,33,16,19,30,27,1,2,0,0,0
19,0,0,12,22,13,15,0,4,16,35,20,34,7,23,0,12,37,26,38,51,51,39,74,52,15,0,0,0,0
6,10,9,3,17,34,23,15,14,26,61,45,44,9,0,2,4,1,0,27,17,22,63,41,51,30,16,26,20,20
0,0,0,29,35,36,48,42,56,26,21,56,15,16,15,0,16,11,0,0,44,48,26,7,7,40,9,37,35,34
0,0,0,14,46,56,57,71,27,19,35,65,7,4,0,13,26,14,0,8,36,44,5,9,0,28,64,17,40,26
12,0,20,49,58,50,44,35,35,28,30,26,22,15,28,60,18,17,0,27,27,7,11,0,0,19,56,55,72,50
10,4,55,39,59,43,43,32,18,50,0,0,5,68,66,67,33,0,10,22,0,27,0,0,0,11,40,85,63,63
0,0,42,85,84,68,33,38,36,5,20,0,46,86,80,77,56,12,27,12,6,23,27,0,0,0,13,81,55,28
9,0,26,37,61,104,52,34,25,9,9,31,33,43,51,74,45,55,14,10,18,0,43,28,0,0,18,13,42,50
21,30,63,63,48,71,41,37,31,40,74,76,36,71,59,47,72,48,15,24,42,31,19,16,39,27,7,35,64,91
31,40,56,44,29,17,35,13,52,98,54,73,107,76,80,102,65,56,80,87,54,17,24,62,56,29,37,53,77,81
31,37,67,61,53,18,55,55,50,44,75,96,70,129,112,114,113,94,102,61,49,51,45,62,73,45,52,46,0,54
68,18,32,57,62,63,68,66,41,50,69,69,82,160,193,141,123,103,86,54,47,64,55,63,69,93,66,19,30,62
95,54,46,42,73,69,98,76,77,54,61,78,133,228,206,187,169,115,87,42,40,39,57,46,66,78,61,18,32,98
28,35,64,73,81,107,128,111,84,83,89,125,190,148,200,193,138,83,82,76,56,25,34,63,72,107,75,20,60,92
24,22,33,23,50,79,47,81,93,72,75,139,155,192,145,124,214,130,86,63,63,67,55,57,109,97,50,0,41,89
31,8,15,14,18,52,74,57,81,98,116,68,73,237,132,151,127,181,100,74,22,54,87,111,79,44,16,41,59,84
15,19,20,32,26,31,46,86,60,100,124,124,95,158,147,135,123,132,160,140,99,79,74,70,64,6,0,34,42,59
39,30,29,16,31,10,20,38,43,103,100,140,121,158,123,122,123,133,148,135,98,78,66,69,38,0,14,46,29,29
40,6,7,27,20,52,39,49,88,61,91,121,162,174,158,156,127,199,123,112,99,75,74,42,0,0,31,46,58,57
0,0,21,12,5,13,59,84,69,40,65,101,155,199,207,180,207,98,78,18,63,77,72,41,13,0,28,31,24,9
9,0,0,9,17,15,37,65,67,90,80,86,132,177,190,201,171,97,59,49,53,63,70,51,14,46,23,22,6,0
5,1,0,15,5,10,48,100,122,100,67,65,94,141,160,156,101,118,88,73,60,43,70,39,33,5,35,37,14,0
42,6,0,5,7,34,52,79,126,69,63,84,108,120,97,94,84,116,119,133,103,58,11,1,0,25,20,4,0,8
14,3,0,0,12,37,28,42,35,100,89,89,101,115,47,39,96,122,121,125,133,40,0,5,0,0,7,6,32,0
0,0,0,0,39,0,6,0,29,74,82,85,61,111,36,78,78,97,149,52,83,76,0,0,25,0,0,0,19,12
17,25,0,1,6,1,0,0,22,44,67,70,48,77,25,26,70,102,96,98,22,46,19,0,0,38,0,0,0,9
27,8,0,26,2,13,6,12,16,0,64,73,18,31,0,7,41,97,80,28,10,6,3,0,0,29,38,0,0,0
9,15,10,38,11,0,7,0,0,0,14,15,11,16,0,0,14,55,45,5,0,0,0,0,0,17,12,55,26,0
