0,5,0,7,6,0,4,0,14,0,19,0,0,4,0,17,22,0
46,33,29,57,81,0,27,0,43,0,33,5,37,89,0,87,96,13
0,1,27,54,112,0,36,41,15,0,121,0,12,0,10,77,59,0
3,34,0,66,108,38,7,0,0,33,0,0,152,0,7,54,134,0
1,30,0,78,99,27,0,0,93,4,0,63,0,0,39,0,2,0
3,82,0,78,83,107,0,57,25,50,30,84,0,60,0,101,72,7
10,112,0,178,127,104,166,41,11,0,46,49,0,133,6,53,0,13
0,39,3,162,104,84,57,71,45,88,0,49,37,92,91,63,44,75
5,53,0,38,64,170,60,139,71,84,71,0,169,90,8,12,52,0
8,124,0,110,62,0,102,115,139,144,149,14,0,0,119,152,135,106
0,58,0,43,26,139,255,136,115,0,47,224,93,90,116,0,8,25
0,85,0,14,150,97,100,80,209,72,106,60,99,42,114,26,75,40
5,65,8,1,119,225,89,152,100,167,165,94,68,9,18,0,62,121
0,45,39,58,166,108,82,172,46,205,62,25,111,114,44,56,99,51
19,0,0,66,186,201,87,92,157,47,51,150,7,43,16,0,32,0
0,46,0,5,118,64,102,13,35,119,93,59,85,6,16,0,0,116
20,0,24,0,30,13,88,9,82,10,73,0,37,76,41,0,97,52
8,43,2,0,92,18,0,0,0,0,33,100,0,102,8,0,102,36
