0,5,0,7,6,0,4,0,14,0,19,0,0,4,0,17,22,0
46,33,29,57,81,0,27,0,43,0,33,6,37,89,0,88,95,13
0,1,26,55,112,0,36,42,15,0,121,0,12,0,10,77,58,0
4,34,0,66,108,38,7,0,0,33,0,0,152,0,7,54,134,0
1,30,0,79,99,27,0,0,93,4,0,63,0,0,40,0,2,0
3,82,0,78,82,107,0,56,24,50,30,84,0,60,0,101,72,6
10,112,0,178,127,104,166,41,11,0,46,50,0,133,6,53,0,13
0,39,3,162,104,84,57,71,45,87,0,49,37,92,91,63,44,75
5,53,0,38,64,170,60,139,71,85,71,0,169,90,8,12,52,0
8,124,0,110,62,0,101,116,139,144,149,15,0,0,119,152,135,106
0,58,0,42,26,139,255,136,115,0,47,224,93,91,116,0,8,25
0,85,0,14,150,97,100,80,209,72,106,60,100,42,114,26,75,41
5,64,7,1,119,225,89,152,101,167,165,94,68,9,18,0,62,121
0,45,39,58,165,108,82,171,46,205,63,25,111,114,44,56,98,51
19,0,0,66,186,200,87,91,157,47,51,150,7,43,16,0,33,0
0,45,0,5,118,64,102,14,35,119,93,59,85,6,16,0,0,116
20,0,25,0,30,14,88,9,82,11,73,0,37,75,41,0,97,52
8,43,2,0,92,18,0,0,0,0,33,100,0,102,8,0,102,36
