0,7,0,0,0,18,0,9,28,3,19,0,0,11,22,0,0,17
9,0,4,11,30,21,30,35,38,25,21,20,58,36,11,22,0,31
0,34,37,22,32,27,32,34,17,19,16,37,11,14,17,22,25,56
15,25,41,52,39,19,39,39,0,52,7,9,30,0,19,14,39,50
8,61,43,46,45,26,3,22,95,50,0,11,25,16,8,34,32,46
0,17,48,50,40,35,0,32,77,87,7,1,5,32,0,31,29,39
10,36,65,67,16,68,73,42,90,110,27,46,50,18,44,10,27,92
45,44,30,43,55,50,89,68,101,117,99,70,44,51,51,38,59,48
61,40,78,66,92,69,91,122,137,147,100,42,19,66,89,55,44,14
31,31,85,75,67,104,125,188,149,190,126,73,48,32,59,80,36,60
5,34,13,49,78,81,106,78,170,165,168,139,80,68,95,89,72,49
29,32,19,57,62,96,128,140,179,160,97,104,123,79,29,13,22,34
28,15,16,33,62,71,84,180,201,202,111,71,70,62,31,7,31,47
22,0,8,27,79,87,77,137,195,172,98,76,51,47,38,52,26,14
7,0,5,62,49,54,82,135,85,92,157,82,60,34,13,0,23,37
7,7,23,2,34,45,49,112,57,81,123,98,79,15,0,0,0,5
18,8,0,19,8,28,74,59,45,34,87,39,43,8,0,0,0,18
0,10,8,0,0,13,87,31,0,3,60,10,3,0,2,37,27,24
