255,0,0,0,0,0,29,255,255,0,0,255,255,255,0,255,255,0,0,0,255,0,0,255,255,255,0,255,0,255,255,0,255,255,255,0,255,255,255,0,255,255,255,0,255,255,255,255,255,255,255,0,0,255,255,0,113,0,255,0,0,0,255,59,0,0,0,0,191,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,255,0,0,255,0,255,0,0,241,255,0,13,255,255,255,0,0,0,255,0,255,193,255,106,0,255,255,0,255,255,0,255,255,0,255,255,255,0,0,0,255,0,0,255,255,255,0,0,255,255,255,255,0,0,255,79,255,255,0,0,255,255,0,0,0,0,255,0,255,255,0,255,0,0,255,255,0,0,0,255,0,0,0,0,105,0,0,255
0,255,0,0,255,255,255,0,0,5,0,0,255,0,21,255,255,0,0,255,255,0,105,0,0,0,0,255,227,0,0,255,0,255,255,0,255,255,255,0,0,0,255,255,0,255,255,255,0,255,0,255,255,255,0,255,255,0,255,255,0,0,255,255,0,0,255,255,0,255,255,255,0,0,0,0,0,255,0,255,0,255,0,0,0,0,0,255,0,255
0,255,255,255,0,255,255,22,0,0,255,255,255,0,0,255,255,0,255,0,255,0,0,0,0,0,255,0,0,255,255,255,0,0,255,0,255,0,212,0,0,255,255,0,255,255,255,0,0,255,255,255,255,255,0,0,255,255,0,255,255,0,255,0,0,0,0,255,255,255,0,255,0,191,0,0,0,0,0,0,116,255,0,0,0,0,0,0,255,0
0,0,255,255,255,0,0,0,0,255,255,255,255,0,255,121,0,0,0,0,0,0,255,0,0,0,255,0,255,0,0,255,0,0,255,0,255,0,255,255,0,0,255,0,57,255,255,200,165,255,255,255,255,0,20,255,255,186,255,0,0,255,255,0,0,255,0,0,0,255,255,0,251,255,255,255,0,0,0,255,255,255,0,255,0,0,255,255,0,0
0,0,255,255,255,0,255,255,0,255,255,255,255,0,255,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,255,0,255,255,0,255,0,0,255,0,0,255,0,255,255,255,255,255,255,255,168,255,255,255,255,0,0,0,0,0,0,255,255,0,0,0,255,0,0,0,255,255,0,0,61,0,25,0,108,0,0,255,255,0,0,255,0,0,0
17,255,255,255,0,0,255,255,0,255,0,255,255,0,255,0,0,0,255,0,0,255,255,0,0,0,0,255,255,255,255,255,0,255,255,0,255,0,255,0,0,0,255,0,255,255,255,255,255,255,255,0,255,0,255,0,239,255,0,0,255,0,0,255,0,255,0,255,255,255,255,255,0,0,255,255,22,210,255,0,0,0,0,0,0,0,255,255,0,0
115,255,65,255,255,255,0,255,255,0,255,255,255,255,255,255,0,0,255,255,0,0,255,0,0,0,0,255,0,0,0,255,0,255,255,0,255,0,255,0,255,255,255,255,255,255,0,255,255,255,255,255,255,0,255,255,0,255,255,255,0,255,255,255,0,0,0,0,0,0,255,255,0,0,0,0,0,0,255,255,0,0,0,0,255,255,255,0,0,0
0,0,0,0,255,0,0,255,255,0,0,0,0,144,0,0,255,255,255,255,0,0,255,0,0,0,255,255,255,255,0,255,0,0,255,0,0,255,255,0,0,0,255,91,255,255,0,0,255,255,255,255,255,255,0,255,255,255,255,0,0,0,0,255,43,255,0,0,0,0,255,255,0,0,0,255,255,255,0,255,0,0,0,0,255,0,255,0,0,0
0,0,0,0,255,255,255,255,255,255,255,0,75,0,255,0,255,0,255,255,0,0,0,0,0,255,255,255,255,0,0,0,0,0,255,255,255,255,255,0,255,255,255,0,0,0,255,255,255,255,255,255,255,0,0,0,0,0,255,0,255,255,194,0,0,0,255,0,255,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,0,0,0,0,255,0
0,0,0,0,255,255,255,255,255,255,0,0,255,0,0,255,255,0,0,255,255,0,0,0,0,0,0,255,255,255,255,255,0,0,255,0,0,0,0,0,0,255,255,0,255,255,255,255,255,0,255,255,0,0,0,255,0,0,0,255,0,0,0,255,255,255,255,0,255,0,54,0,0,0,0,135,255,255,0,0,0,255,255,0,0,0,255,0,0,0
255,0,0,0,0,0,255,255,0,255,0,255,255,0,0,255,255,255,0,255,255,0,0,0,0,255,255,0,0,0,0,255,255,0,255,255,255,255,0,255,255,255,255,0,255,255,255,0,255,255,0,0,0,255,255,255,0,255,0,0,0,255,0,255,0,0,255,255,255,0,0,0,0,255,0,255,0,0,0,0,255,255,255,255,255,255,255,255,255,255
255,0,0,0,255,0,0,255,255,255,255,255,255,0,0,255,0,0,0,0,0,0,0,0,255,255,255,0,250,255,255,255,0,0,255,0,0,0,0,255,255,255,0,0,255,0,255,255,255,255,0,255,255,0,0,0,0,255,255,255,0,255,0,255,255,255,255,0,255,0,79,255,255,0,0,255,0,0,255,0,0,255,255,255,255,0,0,0,0,255
255,255,0,0,0,0,0,84,255,255,0,0,0,0,208,0,0,255,0,0,0,255,255,255,255,255,255,0,255,0,0,0,0,255,255,0,0,255,0,255,255,0,0,0,255,255,0,0,255,255,0,255,0,255,255,255,0,255,0,0,255,255,0,255,0,255,255,0,255,142,0,0,255,0,0,0,0,0,255,0,0,228,255,0,255,0,0,0,0,0
