0,21,0,0,0,0,0,0,80,60,0,63,29,0,68,0,0,31,5,0
29,83,16,0,97,113,89,46,255,123,220,254,62,141,33,44,49,0,73,31
0,23,63,0,0,71,59,145,250,105,192,217,122,213,20,99,112,20,0,22
0,0,0,97,0,124,180,156,188,255,115,244,44,156,0,0,111,51,53,3
37,56,66,0,172,219,157,77,255,132,44,159,0,35,0,25,0,19,83,2
0,73,88,162,202,255,99,232,255,255,13,62,0,176,41,84,31,0,201,0
0,142,138,188,150,181,219,23,91,63,71,79,101,186,0,0,0,6,165,53
30,139,255,194,36,132,34,77,97,103,148,52,0,0,69,0,64,0,0,134
0,39,255,194,255,229,87,252,127,88,161,147,138,96,0,0,114,53,255,110
75,163,171,36,0,0,0,23,0,98,161,34,255,255,255,210,53,179,255,40
0,231,255,255,255,255,255,255,255,0,101,0,0,0,0,0,0,0,63,0
6,255,226,0,5,72,0,82,128,0,255,92,248,84,114,224,131,180,217,156
9,167,177,186,19,150,0,213,106,11,218,0,83,18,0,99,155,83,182,130
71,177,214,82,0,44,56,134,151,98,226,0,255,193,156,0,6,201,207,234
35,79,90,0,91,255,165,255,48,255,52,213,162,241,225,104,179,173,142,0
0,172,192,99,217,213,255,251,98,255,133,255,11,255,223,194,116,207,172,27
0,114,0,0,255,129,241,255,34,255,36,255,0,158,246,149,156,150,39,18
0,58,0,163,255,255,255,78,7,255,0,199,220,187,0,94,108,130,0,9
25,0,19,97,2,43,158,82,160,240,83,161,114,0,0,23,188,35,0,0
0,101,6,171,195,65,87,119,32,155,189,22,184,115,89,82,39,61,92,0
