18,0,0,53,255,54,0,131,0,0
47,206,255,0,255,0,255,0,151,0
0,175,255,255,255,0,255,0,255,142
62,0,0,0,255,0,255,0,0,255
0,255,255,205,255,0,255,0,0,0
163,0,0,0,255,0,255,0,255,0
0,255,0,255,255,0,255,0,0,255
64,0,255,96,255,0,255,255,0,0
45,255,243,255,255,0,176,232,255,0
0,211,88,0,255,0,255,0,98,0
