0,0,0,0,0,0,0,255,255,0,0,255,255,255,255,255,255,255,0,255,0,255,255,0,255,0,255,227,255,255,0,255,0,255,0,255,255,0,255,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255
0,255,0,0,0,255,0,0,0,0,0,0,255,0,255,255,0,0,255,255,0,0,0,255,255,0,255,255,255,0,255,255,255,0,0,0,255,255,255,0,0,0,0,0,255,255,0,255,255,0,177,0,255,0,0,255,255,255,0,255
0,0,0,255,0,255,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,255,0,0,255,0,255,0,255,255,255,255,255,0,0,0,0,0,225,0,255,0,0,0,255,0,0,0,255,0,255,0,0,0,255,255,172,0,0,255
0,255,0,0,255,255,255,0,255,255,255,255,0,0,0,255,0,255,0,255,255,0,255,0,255,255,0,0,0,0,0,0,255,255,255,0,255,0,0,0,255,0,0,255,0,0,255,255,0,255,0,255,255,255,255,0,0,0,255,0
255,0,255,0,0,0,0,0,255,0,0,255,0,255,255,255,0,255,0,0,0,0,0,0,0,255,0,0,255,0,0,255,0,0,255,255,0,255,0,255,255,0,255,0,255,0,255,0,0,255,0,255,255,255,0,255,0,255,0,0
255,0,0,255,0,0,255,0,0,255,255,0,0,0,255,0,255,0,0,255,0,255,0,255,0,0,0,0,255,0,255,0,255,0,0,255,0,0,255,255,0,255,0,0,255,0,255,255,255,255,255,0,255,0,0,255,0,255,0,0
255,0,255,255,255,255,255,0,0,0,255,255,0,255,0,0,255,0,255,255,0,255,255,0,255,0,0,255,0,255,255,0,0,255,0,255,0,0,0,0,0,255,0,255,0,255,0,255,0,255,255,0,0,0,0,255,0,0,255,255
255,255,0,0,0,0,0,0,255,0,255,0,0,0,255,255,255,0,255,0,255,255,255,0,170,0,255,255,255,0,255,0,0,255,255,0,255,255,0,255,0,255,0,255,255,0,255,0,255,255,0,0,255,0,255,255,255,0,255,0
0,255,0,255,0,0,255,255,255,0,0,255,0,255,0,0,255,0,0,255,0,255,0,255,255,255,255,0,255,255,255,255,255,0,0,255,255,0,0,255,255,0,0,0,255,0,255,0,255,255,0,0,0,0,255,0,255,0,0,255
255,0,0,255,255,255,0,0,0,255,255,0,255,255,0,255,255,255,0,255,0,255,0,255,255,255,0,255,255,255,255,0,0,255,255,0,255,0,0,0,255,255,255,0,0,255,255,0,0,0,0,255,0,255,255,0,255,0,0,0
