0,52,0,16,32,0,107,49,82,75,83,10,147,0,0,83,70,121,52,0
92,21,0,86,73,102,0,21,74,76,0,124,142,0,0,130,12,0,0,62
0,0,88,43,0,34,0,92,77,107,68,0,0,173,154,0,108,18,9,31
0,28,30,38,33,21,167,0,89,84,43,21,84,10,54,0,45,0,21,59
25,73,54,28,17,61,30,30,18,137,203,42,0,0,85,67,70,26,0,0
100,0,0,56,80,6,23,99,33,129,122,0,77,170,0,0,0,85,0,0
70,15,0,0,12,47,103,39,75,150,75,105,24,46,65,39,0,0,49,0
19,47,73,38,0,19,42,78,62,24,255,79,89,11,0,13,62,24,0,61
9,24,20,30,77,67,30,65,139,214,197,129,0,29,37,110,3,24,64,10
19,47,11,54,36,57,68,87,10,255,255,118,117,62,48,0,92,4,31,1
20,7,73,49,28,58,81,100,245,255,255,194,104,95,72,31,33,50,11,0
0,45,36,4,50,53,30,47,67,123,255,158,33,87,71,47,25,60,55,76
86,36,39,32,45,10,6,16,133,215,131,70,118,0,37,27,53,36,27,84
53,3,4,61,0,0,56,156,0,146,127,73,78,97,38,0,0,32,37,38
44,0,0,0,38,76,7,6,187,58,120,33,65,56,20,142,22,0,29,0
30,6,0,58,0,153,0,52,0,119,103,60,61,21,47,9,19,10,9,112
0,0,4,1,0,0,124,102,0,80,79,147,0,52,107,0,22,45,63,1
5,77,29,61,20,0,58,0,6,165,98,84,98,23,0,39,56,94,0,27
0,40,45,32,87,43,84,0,0,0,96,96,0,5,85,74,46,0,50,23
0,0,73,0,0,63,56,40,0,14,67,159,84,0,17,0,32,7,25,0
