27,0,29,1,113,35,21,60,0,26
0,76,60,222,236,212,154,99,65,22
0,97,144,143,128,32,0,56,20,72
13,255,192,90,60,131,65,63,41,22
0,255,66,132,61,16,118,2,18,66
65,218,182,225,97,50,90,133,0,138
77,242,0,49,149,28,180,21,205,208
34,124,255,192,182,165,255,255,159,94
0,105,255,214,108,180,113,104,174,0
0,91,109,67,158,174,0,81,91,0
