0,17,0,0,0,0,1,17,17,93,0,54,9,0,62,0,0,1,14,0
48,67,25,18,77,87,99,103,206,183,236,212,126,115,61,31,30,11,22,63
0,31,11,0,48,29,67,168,194,160,204,161,180,176,34,81,121,16,0,17
8,23,0,45,5,111,189,236,183,228,132,191,62,123,0,22,99,62,72,0
6,16,94,0,150,225,84,161,253,190,132,128,0,79,0,10,28,19,81,0
0,60,41,169,200,231,94,186,247,195,39,103,0,166,14,72,25,0,161,0
0,128,135,206,175,197,197,26,194,83,9,0,0,171,0,0,0,0,208,63
15,124,207,223,96,134,82,29,106,68,170,123,0,26,23,25,55,0,0,131
0,48,209,130,222,58,27,161,104,139,127,208,150,125,0,59,25,47,170,67
42,183,255,199,255,98,153,223,68,98,23,0,110,174,80,0,0,45,210,2
0,159,214,161,221,193,220,161,107,0,97,0,0,65,166,130,0,115,203,33
1,255,233,145,191,209,88,207,219,28,200,59,145,0,0,95,5,92,210,109
14,199,218,153,80,79,0,241,81,52,249,0,102,44,9,110,168,101,159,114
71,168,235,65,10,40,0,75,41,92,229,0,216,255,128,0,9,175,222,204
45,126,146,0,151,254,219,255,114,255,229,128,195,255,225,146,136,217,163,36
0,162,167,83,255,227,255,228,114,255,208,242,70,255,216,186,120,186,155,9
0,56,0,0,255,146,240,242,23,253,135,242,0,145,237,134,128,192,52,11
0,76,11,114,255,255,255,97,72,245,21,216,199,156,0,27,97,159,0,0
6,0,22,57,5,88,117,126,114,208,191,186,46,12,2,18,196,5,0,0
41,77,15,181,175,92,90,96,57,130,150,109,153,102,98,70,84,0,82,0
