0,42,0,0,3,0,6,13,15,119,1,43,0,4,69,0,0,11,2,0
0,56,18,24,52,106,109,81,203,179,224,201,133,93,60,39,0,0,84,66
29,34,10,17,0,38,24,175,166,177,192,191,160,178,18,62,151,41,0,4
0,42,6,55,35,161,222,224,148,185,145,119,112,114,22,0,117,95,40,0
14,9,62,17,115,215,83,206,234,221,221,71,0,40,33,15,22,28,83,0
0,37,24,134,196,255,109,161,193,177,91,60,9,121,0,29,11,36,119,0
0,109,158,211,128,220,172,125,186,106,55,0,52,164,28,11,0,0,170,38
16,122,207,244,94,149,111,30,62,45,231,135,12,0,0,0,44,47,30,103
0,100,204,189,212,109,7,181,69,107,93,162,117,126,0,45,0,11,158,60
49,167,231,138,190,128,148,215,98,109,0,18,100,206,69,15,0,77,205,57
0,136,226,205,149,237,162,112,100,0,147,0,30,89,188,137,0,111,236,44
0,255,215,199,154,240,91,198,216,0,89,54,37,0,10,71,3,74,227,66
47,231,226,192,101,141,0,255,89,122,255,9,85,76,0,133,176,129,149,134
59,209,187,63,0,72,0,71,40,87,200,0,169,255,188,0,43,111,219,125
43,158,145,13,176,245,188,255,46,255,217,128,145,255,176,83,117,217,174,45
0,86,229,62,255,224,255,255,131,255,255,250,17,255,255,207,137,236,111,11
0,17,0,43,255,121,243,249,35,255,159,186,0,168,239,170,124,168,53,0
0,100,0,87,255,255,255,59,58,229,48,188,179,175,0,3,120,191,16,0
26,0,100,65,0,101,97,138,130,224,196,105,23,26,15,39,180,0,0,0
66,67,32,179,140,72,94,59,82,103,255,91,142,90,99,96,19,9,96,0
