0,0,0,0,255,255,0,0,60,255,255,255,0,0,0,0,255,0,255,0,0,255,0,255,255,255,0,255,0,0,255,0,255,0,255,0,0,255,0,0,0,255,0,255,255,255,0,0,255,0,0,0,0,0,0,255,255,255,0,255
0,0,0,0,255,0,255,255,138,255,255,0,0,255,0,0,255,255,0,255,255,0,255,0,0,0,0,255,0,0,255,255,0,0,255,0,0,0,255,0,0,0,255,0,255,255,255,0,0,255,0,0,0,255,255,255,255,156,255,0
255,0,255,0,0,255,0,255,0,0,255,255,255,0,0,0,0,0,255,0,255,255,255,0,255,0,255,0,96,255,0,255,255,0,0,255,0,255,255,255,0,0,0,255,0,0,255,255,0,0,0,255,255,0,255,0,255,255,0,255
0,0,255,0,0,0,255,0,0,0,0,0,0,30,0,255,0,0,0,255,255,255,0,255,0,0,0,255,0,255,0,0,255,255,255,0,255,255,0,0,255,0,255,0,255,0,0,0,255,0,0,255,255,255,0,255,255,255,0,255
0,255,0,255,0,0,255,0,0,255,0,0,255,0,0,0,255,255,0,0,255,0,0,255,0,0,255,0,0,255,0,0,0,255,0,0,0,0,255,255,0,0,0,0,0,255,255,0,0,0,255,0,255,255,0,0,255,255,255,255
0,0,0,255,255,255,0,255,0,0,0,255,0,0,0,255,0,255,0,255,0,0,255,0,0,255,0,0,255,0,255,255,0,255,0,255,0,0,255,0,255,0,255,255,255,0,0,0,0,255,255,255,255,255,255,255,255,255,0,255
0,0,255,0,255,255,0,0,0,0,0,0,255,255,0,255,0,0,0,0,0,255,0,0,255,255,0,255,255,255,0,255,255,0,255,0,0,0,0,255,0,255,0,255,0,0,0,0,255,255,255,255,255,0,255,0,255,255,255,255
0,0,0,0,255,0,255,255,0,0,255,255,255,0,255,0,255,0,180,0,255,255,0,0,0,0,255,0,0,255,0,0,255,255,255,0,255,255,0,0,255,0,255,0,0,0,0,255,255,0,255,255,0,255,255,0,255,255,0,0
0,255,0,255,0,0,255,0,0,255,0,255,0,0,255,0,0,255,0,255,0,0,0,255,0,255,255,255,0,0,255,0,255,0,255,0,0,0,0,0,0,255,0,0,0,0,0,255,0,255,255,255,0,0,255,255,255,255,255,0
0,255,0,255,0,255,255,255,255,0,0,255,0,255,0,255,0,0,255,0,0,0,255,255,255,0,0,0,255,0,255,255,0,0,255,0,0,0,0,0,0,0,255,0,0,0,255,255,255,255,0,0,255,0,0,0,255,255,0,0
0,255,0,0,255,0,0,0,255,255,0,0,0,255,0,0,255,255,0,255,0,255,255,0,0,0,255,0,0,255,0,255,0,0,0,0,0,0,0,255,0,255,0,0,0,0,255,255,0,0,255,0,255,255,0,255,0,255,255,255
