0,104,46,74,0,33,0,0,30,0,0,0,0,0,52,0,163,59,144,73,191,191,0,218,72,224,0,8,255,0,0,51,0,0,0,16,0,0,49,0,0,18,0,0,0,0,156,32,255,32,255,154,255,255,255,255,255,180,90,84,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,168,95,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,203,0,255,0,178,0,0,255,0,232,255,24,18,142,255,0,0,255,0,0,227,0,0,0,0,134,0,72,0,253,0,72,191,102,0,235,46,0,104,0,41,21,0,0,107,0,0,0,0,0,0,0,0,0
133,0,91,180,126,4,43,0,0,0,0,0,0,0,0,0,50,0,0,0,0,255,0,255,63,255,0,0,255,0,223,255,255,0,255,255,32,23,255,127,0,255,0,0,38,0,230,0,152,0,230,0,0,255,0,0,227,0,127,64,0,69,132,0,0,255,0,0,49,0,0,0,0,0,0
255,32,113,138,87,104,73,72,0,0,0,0,0,0,0,0,62,0,0,0,0,255,0,255,0,255,0,0,255,165,68,228,255,0,177,255,0,88,255,55,0,255,0,0,111,0,255,50,147,0,255,0,0,255,0,118,168,0,0,98,0,114,0,0,0,29,0,0,0,0,0,0,0,8,0
193,73,54,164,221,139,51,0,94,0,0,0,66,0,0,0,0,0,0,0,0,255,0,255,42,255,115,0,230,255,204,0,255,174,0,255,0,98,180,157,0,255,91,0,222,0,255,8,185,0,255,0,143,255,0,108,212,0,119,145,0,116,0,0,102,111,0,0,0,0,0,0,10,0,4
255,7,46,143,166,82,62,99,3,11,0,0,97,0,0,0,0,0,0,70,0,255,0,255,0,255,203,0,82,255,255,0,255,0,0,255,0,21,162,145,0,211,63,0,0,0,0,48,157,0,255,0,179,255,0,255,255,0,120,148,0,255,0,0,117,165,0,0,6,0,0,0,0,48,0
160,44,231,108,219,241,29,57,34,0,0,0,62,0,0,0,0,137,0,76,0,255,0,172,178,255,255,0,0,255,255,0,255,48,33,73,102,34,244,163,0,211,84,0,0,158,0,124,78,0,255,0,135,255,4,37,255,0,98,255,0,255,0,0,0,72,81,0,0,0,0,11,0,0,0
196,52,114,112,187,180,67,129,0,151,37,0,29,0,0,0,0,27,0,0,0,255,0,46,0,255,101,0,0,38,255,0,255,89,0,113,0,170,116,27,0,255,255,0,0,255,0,255,120,0,255,0,255,255,151,210,255,42,217,203,0,255,0,0,100,210,0,92,15,149,0,21,57,22,0
255,95,188,57,122,162,168,0,137,0,56,0,147,7,0,179,0,221,0,24,0,255,0,255,0,255,204,0,0,0,255,0,255,0,136,0,0,255,0,132,0,0,255,0,0,255,0,140,0,0,255,0,161,151,0,0,255,0,51,214,18,255,0,0,255,145,199,0,110,0,53,0,0,0,0
161,163,215,255,234,90,0,81,162,0,0,3,0,161,0,243,0,255,0,49,0,255,0,255,0,255,4,25,0,0,255,0,255,0,235,45,0,255,0,91,0,0,255,0,0,255,0,0,0,0,255,0,255,67,199,0,255,0,0,87,152,255,0,0,255,112,0,0,0,0,0,0,0,0,0
145,68,246,183,175,255,149,0,0,91,0,0,0,0,0,238,0,255,0,201,0,255,0,255,0,255,34,53,0,132,255,0,255,0,56,255,0,255,0,0,0,0,255,0,0,255,0,6,20,0,255,0,255,67,255,0,255,0,0,255,255,255,0,0,255,0,49,0,0,45,0,0,0,0,0
45,107,58,255,231,59,63,162,160,44,0,0,0,9,0,255,0,238,0,182,0,255,0,255,0,255,223,96,0,158,255,0,124,0,0,255,0,255,0,0,0,0,255,0,0,208,0,0,0,0,38,0,255,208,255,0,255,0,0,255,159,0,0,0,137,0,206,0,255,0,0,168,0,0,20
67,0,255,136,180,198,255,148,158,89,55,182,0,154,86,255,0,255,0,255,0,255,0,200,0,21,255,0,0,44,255,119,250,52,60,255,0,255,36,139,0,0,255,84,0,255,0,255,46,26,240,255,255,255,255,0,255,0,0,238,247,0,0,0,255,31,255,0,6,0,0,0,0,0,0
221,0,0,157,0,90,0,0,10,110,6,0,0,161,255,0,0,255,139,255,0,255,0,255,0,189,255,0,0,0,255,255,0,0,0,182,0,255,59,255,255,92,255,115,0,255,0,255,0,0,0,69,0,0,0,0,31,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,24,15,0
0,224,255,60,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,255,0,255,0,255,255,255,255,175,255,0,255,255,0,255,0,255,150,0,0,0,0,0,0,0,0,255,0,255,73,0,0,0,0,14,0,0,0,72,0,152,79,33,255,158,154,255,255,0,255,255,0,8,0,0,0
4,192,255,255,255,255,255,255,255,255,255,29,84,104,255,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,255,255,255,255,194,255,255,0,255,238,140,255,255,0,255,157,0,0,0,0,185,0,0,195,0,0,0,234,0,0,0,0,0,19,19,110
0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,255,227,255,0,255,0,255,255,255,255,255,255,255,255,255,255,255,255,174,255,0,255,0,0,0,0,0,0,255,0,255,255,0,42,0,0,56,0,37,255,255,14,255,249,9,223,89,52,243,255,0,255,255,254,255,144,7,56
0,195,255,255,255,255,255,255,255,182,200,127,244,0,255,255,0,255,255,255,0,255,0,147,255,199,0,0,0,0,0,0,0,0,0,0,128,0,195,0,58,255,255,254,255,255,0,255,255,0,64,238,0,121,0,0,0,0,0,0,0,0,255,46,255,250,255,0,88,49,0,71,0,0,0
0,0,56,66,0,0,0,90,183,0,31,36,0,0,0,0,0,0,0,0,0,202,0,0,60,0,0,0,104,0,0,0,197,0,0,0,0,169,255,253,0,24,60,0,255,0,0,105,156,0,0,0,0,187,28,20,255,255,0,255,255,0,0,0,0,0,7,0,0,0,4,0,0,0,0
0,80,227,198,244,61,135,147,58,0,22,0,0,173,86,255,0,238,104,255,0,255,255,0,255,255,25,46,255,146,151,255,255,0,255,104,0,255,40,252,0,255,255,0,255,0,237,255,255,255,0,255,0,0,0,0,0,0,0,0,83,0,255,93,255,255,255,0,255,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,255,0,255,255,0,255,238,66,98,255,0,0,0,255,0,0,255,0,255,231,255,0,252,71,0,255,0,43,255,202,255,0,255,0,255,255,0,255,71,0,158,219,18,175,0,0,12,255,0,79,190,78,211,89,145,111
0,255,255,255,255,255,255,91,162,9,0,170,0,172,54,255,163,255,228,255,0,255,20,0,116,0,198,0,255,255,122,24,255,0,0,175,0,15,0,86,0,165,255,255,255,255,0,255,255,0,0,255,0,0,0,0,0,127,0,255,186,108,64,0,0,147,227,0,238,0,0,2,0,40,58
0,0,0,0,0,141,255,255,255,81,125,0,0,0,0,176,0,0,0,255,0,255,255,0,255,0,0,0,255,0,0,0,255,0,214,255,157,255,255,255,255,255,0,196,0,0,0,26,255,0,84,255,117,255,217,0,52,0,0,0,0,0,163,93,212,255,255,0,255,255,191,178,127,56,96
