0,78,0,86,0,21,46,68,0,0,121,102,149,255,0,255,0,0
0,4,0,144,0,0,73,1,119,245,73,73,0,0,0,47,102,16
166,255,0,145,0,78,63,60,0,150,0,229,0,0,255,14,0,203
42,0,0,44,5,76,0,33,143,106,228,0,72,182,0,255,136,0
195,0,206,25,49,27,45,41,26,0,0,255,0,106,0,0,0,95
46,72,0,69,0,56,55,97,27,66,148,0,46,0,105,0,87,255
0,5,79,0,162,0,50,43,255,139,0,71,35,224,58,0,255,0
0,82,30,0,108,48,64,109,0,126,140,169,103,0,8,234,179,0
0,0,74,0,17,60,226,56,255,255,108,26,58,0,164,50,0,255
0,255,30,158,0,69,91,79,255,224,202,0,121,154,0,115,73,0
128,189,0,255,47,38,0,96,195,199,117,19,30,43,15,92,0,9
255,0,255,0,228,0,0,255,46,7,108,66,0,166,0,69,59,0
148,0,0,193,0,129,29,0,120,119,68,48,59,0,136,0,58,96
122,0,53,0,182,0,255,0,0,84,37,49,7,28,31,217,0,186
74,0,255,17,0,255,0,0,244,118,85,65,43,16,47,0,0,0
98,2,130,255,40,0,0,175,28,51,0,13,75,0,149,0,255,255
0,66,0,152,0,79,229,155,0,60,137,76,0,0,129,0,1,0
0,120,1,175,255,248,0,0,242,61,12,60,0,0,107,0,44,0
