0,78,0,86,0,20,46,68,0,0,120,101,148,255,0,255,0,0
0,4,0,144,0,0,73,1,118,244,73,73,0,0,0,47,102,15
165,255,0,145,0,78,63,60,0,150,0,229,0,0,255,13,0,203
43,0,0,44,6,76,0,33,143,105,228,0,72,182,0,255,135,0
195,0,206,26,49,27,45,41,26,0,0,255,0,106,0,0,0,95
46,71,0,69,0,57,55,97,27,66,148,0,46,0,105,0,87,255
0,5,79,0,162,0,50,43,255,139,0,71,35,224,59,0,255,0
0,82,30,0,108,48,64,109,0,126,139,169,103,0,8,234,180,0
0,0,74,0,17,60,225,56,255,255,108,26,58,0,164,50,0,255
0,255,30,158,0,69,91,78,255,223,202,0,121,155,0,115,74,0
128,189,0,255,47,39,0,96,195,199,117,19,30,43,15,92,0,9
255,0,255,0,228,0,0,255,46,7,107,66,0,166,0,69,59,0
148,0,0,193,0,129,29,0,120,119,68,48,59,0,136,0,58,95
122,0,54,0,182,0,255,0,0,84,37,49,7,28,31,216,0,186
73,0,255,18,0,255,0,0,244,118,85,64,43,16,46,0,0,0
98,3,130,255,40,0,0,176,28,52,0,13,75,0,148,0,255,255
0,66,0,152,0,79,229,154,0,59,137,75,0,0,129,0,1,0
0,121,0,175,255,248,0,0,241,61,12,60,0,0,107,0,44,0
