97,0,255,0,4,0,255,0,0,255,0,0,255,0,255,0,255,0,255,0,0,199,255,0,255,0,0,6,82,177
0,0,255,255,255,0,255,0,255,255,0,0,255,0,0,0,0,0,255,0,0,255,255,0,0,255,0,255,0,0
255,0,0,255,255,0,255,0,0,0,255,255,0,255,255,0,255,255,0,255,0,255,0,248,0,0,255,0,255,0
0,255,0,255,255,0,38,0,0,255,0,0,255,0,0,255,0,0,255,0,255,204,255,255,0,255,0,0,255,0
255,0,0,255,255,64,255,0,255,0,255,69,0,255,215,0,0,255,0,0,0,255,0,0,255,255,0,255,0,239
0,255,0,0,0,0,0,126,255,0,255,240,154,0,255,0,0,255,255,71,255,255,0,0,255,0,255,255,0,0
0,202,0,255,255,255,0,255,0,255,0,255,0,0,255,0,255,0,0,0,33,255,255,0,0,0,255,255,0,255
255,0,0,255,0,255,0,79,255,0,255,0,255,0,255,0,255,0,255,255,255,255,255,255,0,0,0,255,255,0
0,255,0,255,255,0,255,0,0,255,0,255,255,255,255,255,255,255,255,0,255,0,255,143,0,255,0,137,255,255
255,255,0,0,0,255,0,0,0,11,255,0,0,0,255,255,255,0,0,255,0,0,255,0,0,255,0,0,255,255
0,255,0,0,255,0,255,200,255,255,0,181,0,255,0,116,0,0,0,255,0,255,0,0,255,0,255,0,0,255
255,255,255,0,255,255,0,255,255,0,255,0,48,0,0,255,0,255,255,255,0,0,11,0,0,0,255,255,0,0
0,0,255,255,0,0,255,255,0,255,0,255,0,0,255,255,255,255,0,0,0,0,115,255,0,255,0,255,0,255
255,0,0,0,255,0,255,0,0,0,255,126,0,255,0,255,255,255,255,0,255,28,255,0,255,0,255,0,255,0
216,0,0,255,0,255,0,0,255,0,124,0,255,0,255,0,255,0,55,255,0,0,255,0,255,0,0,255,0,255
0,255,0,255,0,255,255,0,255,255,0,0,255,0,255,0,255,0,255,255,255,255,255,0,53,0,255,0,255,0
255,255,0,255,200,0,0,255,0,255,0,255,56,0,255,0,0,255,0,255,211,255,0,0,255,255,255,0,0,255
0,0,255,0,98,255,0,245,66,0,255,255,255,255,255,0,0,255,255,255,0,255,0,0,255,0,255,255,255,0
255,255,255,255,0,255,227,255,0,255,0,255,255,0,255,229,0,255,255,255,255,0,255,0,0,0,255,0,255,0
0,0,0,255,255,0,233,0,255,255,255,0,0,255,255,0,0,255,0,0,0,255,0,253,255,255,128,0,0,0
255,0,0,0,255,255,0,0,255,255,255,255,255,255,0,0,0,255,255,0,0,255,0,255,255,0,0,0,0,255
0,255,255,255,0,255,255,0,0,0,0,0,255,255,0,255,255,0,0,0,0,0,255,255,0,255,164,0,0,255
0,0,0,255,255,0,0,0,0,0,255,0,0,0,255,255,0,255,0,255,255,247,0,255,0,0,0,255,0,0
255,255,255,0,0,255,0,255,0,0,0,255,255,255,0,255,0,255,0,0,255,0,0,255,255,255,255,0,255,0
0,230,0,0,0,0,63,0,255,0,255,255,255,66,0,0,0,123,0,255,255,255,255,0,255,110,255,255,255,0
73,0,255,0,0,255,255,255,0,234,255,255,255,163,0,255,0,255,255,0,0,255,0,255,0,0,0,255,255,255
0,0,0,0,0,255,0,255,0,0,0,0,255,0,255,255,255,0,0,255,255,0,255,0,255,181,0,0,176,255
255,0,0,0,255,255,0,255,195,255,0,255,0,0,255,255,0,255,255,0,0,0,133,255,0,255,0,255,0,0
0,255,0,255,255,0,0,0,0,0,0,0,255,0,255,255,0,255,255,0,255,126,0,255,0,21,0,0,173,255
255,0,255,0,0,255,0,255,238,0,0,0,0,255,255,0,255,0,0,0,255,0,255,0,0,0,255,255,190,0
