0,0,255,255,0,0,255,0,255,0,255,0,255,255,0,255,0,0,255,0,255,255,255,0,0,255,0,0,0,255,0,255,0,255,0,255,46,0,255,0,255,0,255,51,140,255,255,0,255,0,0,0,0,0,0,0,255,0,0,0,255,0,0,255,0,255,0,0,0,0,255,0,255,0,255,0,0,255,0,175,255,0,255,0,0,0,255,0,0,255
0,255,0,255,0,255,0,255,0,255,255,0,255,0,12,255,0,0,255,0,255,255,255,255,0,255,255,0,255,0,0,255,0,0,255,0,255,255,0,255,255,0,0,255,0,255,255,0,255,0,0,255,0,0,0,255,0,0,255,0,255,255,0,0,255,214,255,0,0,0,0,0,255,0,255,0,255,0,0,0,0,255,0,255,255,0,0,0,255,255
0,0,255,0,255,0,255,0,0,0,255,255,0,0,0,255,0,0,255,255,0,201,255,255,0,255,255,0,255,255,0,0,255,0,255,255,255,255,0,0,255,255,255,0,0,255,0,255,255,0,255,0,255,0,0,255,255,0,255,0,255,110,0,255,0,255,0,255,255,0,0,255,255,0,0,0,0,255,0,0,255,0,255,255,0,0,0,0,182,255
0,0,255,0,255,0,0,255,0,0,0,255,0,0,0,255,0,0,0,0,0,255,255,0,255,0,0,255,0,255,0,255,0,0,255,255,0,255,0,0,255,212,255,0,0,0,255,255,0,0,255,0,0,0,0,255,255,0,0,255,255,0,0,255,255,255,0,0,0,255,0,0,255,0,255,255,255,0,0,255,0,255,0,0,255,0,0,255,255,0
255,0,0,255,0,255,0,67,255,255,0,0,255,0,255,0,0,255,255,0,0,255,255,255,255,255,255,255,0,255,255,255,0,0,0,255,0,255,0,255,0,255,255,0,0,0,255,255,255,0,255,0,255,255,0,0,255,0,255,255,8,227,0,255,0,255,255,0,255,0,255,255,0,255,255,255,0,0,0,0,0,255,255,255,0,255,255,255,0,255
0,255,0,47,255,255,0,255,0,0,255,255,255,0,255,0,0,0,255,0,0,255,255,0,255,255,0,255,255,0,0,255,0,0,0,0,28,255,0,0,0,255,255,91,0,0,0,255,0,0,255,0,0,255,255,0,0,255,255,255,255,255,255,2,255,0,255,0,0,255,255,0,50,0,255,255,0,255,0,255,255,0,255,0,255,0,0,142,255,0
0,255,0,255,0,0,0,255,0,0,255,0,0,255,0,255,0,0,0,0,255,0,255,255,0,0,255,255,255,144,255,255,255,0,255,255,0,0,255,0,0,0,203,0,0,173,0,0,255,0,0,255,0,255,0,255,0,0,0,255,255,255,0,0,255,0,0,0,255,0,255,255,0,255,255,0,0,255,255,255,0,255,255,0,0,255,255,255,0,0
255,0,255,0,255,0,255,0,0,0,255,0,255,0,0,255,255,0,255,0,22,0,0,0,255,255,0,23,255,255,255,0,255,0,0,255,255,0,255,255,0,255,0,255,0,255,0,0,153,255,0,255,255,255,0,0,255,0,218,0,255,255,0,255,255,255,255,255,0,255,0,255,255,0,0,0,255,0,0,255,0,0,0,255,0,0,0,255,0,0
0,255,255,255,0,255,0,255,0,255,255,0,0,0,255,0,0,0,255,0,0,0,0,0,0,255,0,0,255,255,255,255,255,0,0,255,0,255,255,255,0,255,255,0,255,0,255,255,255,255,0,255,0,255,255,255,0,255,255,255,255,0,255,255,0,0,255,255,0,0,0,0,255,255,0,255,255,255,0,255,255,255,255,255,0,255,255,0,255,255
255,0,255,255,255,0,255,255,255,0,255,0,255,0,0,255,255,255,25,0,255,255,0,0,255,0,0,0,255,0,0,0,0,96,0,255,255,255,0,0,255,255,0,255,0,255,0,0,255,0,255,0,255,255,0,0,0,255,0,0,250,0,0,255,0,61,255,255,73,255,255,0,42,0,255,0,0,255,255,255,255,0,255,0,255,255,0,255,0,255
