0,104,46,74,0,33,0,0,31,0,0,0,0,0,53,0,164,59,144,73,192,192,0,218,73,225,0,7,255,0,0,50,0,0,0,16,0,0,49,0,0,17,0,0,0,0,157,32,255,32,255,154,255,255,255,255,255,181,91,84,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19,168,96,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,203,0,255,0,178,0,0,255,0,232,255,23,18,143,255,0,0,255,0,0,226,0,0,0,0,135,0,74,0,253,0,72,192,102,0,234,47,0,104,0,40,21,0,0,108,0,0,0,0,0,0,0,0,0
134,0,91,181,127,4,43,0,0,0,0,0,0,0,0,0,50,0,0,0,0,255,0,255,64,255,0,0,255,0,222,255,255,0,255,255,34,23,255,128,0,255,0,0,38,0,230,0,153,0,230,0,0,255,0,0,225,0,127,64,0,69,132,0,0,255,0,0,49,0,0,0,0,0,0
255,32,114,138,87,104,72,72,0,0,0,0,0,0,0,0,61,0,0,0,0,255,0,255,0,255,0,0,255,166,67,228,255,0,178,255,0,87,255,54,0,255,0,0,111,0,255,49,147,0,255,0,0,255,0,118,167,0,0,98,0,113,0,0,0,28,0,0,0,0,0,0,0,7,0
193,74,54,163,223,140,51,0,94,0,0,0,66,0,0,0,0,0,0,0,0,255,0,255,41,255,113,0,230,255,205,0,255,175,0,255,0,98,182,158,0,255,93,0,224,0,255,9,187,0,255,0,144,255,0,110,212,0,119,146,0,117,0,0,103,110,0,0,0,0,0,0,9,0,4
255,7,46,144,166,82,63,100,3,10,0,0,97,0,0,0,0,0,0,71,0,255,0,255,0,255,202,0,84,255,255,0,255,0,0,255,0,20,164,145,0,212,65,0,0,0,0,49,156,0,255,0,179,255,0,255,255,0,119,148,0,255,0,0,117,166,0,0,6,0,0,0,0,49,0
160,45,231,107,220,242,28,58,33,0,0,0,62,0,0,0,0,137,0,76,0,255,0,171,178,255,255,0,0,255,255,0,255,48,33,73,103,34,245,163,0,211,87,0,0,157,0,125,78,0,255,0,136,255,4,37,255,0,99,255,0,255,0,0,0,71,83,0,0,0,0,10,0,0,0
197,53,115,113,187,181,66,128,0,150,38,0,29,0,0,0,0,28,0,0,0,255,0,45,0,255,102,0,0,38,255,0,255,90,0,113,0,170,116,28,0,255,255,0,0,255,0,255,120,0,255,0,255,255,151,210,255,42,216,201,0,255,0,0,101,210,0,93,14,150,0,23,57,22,0
255,94,188,57,123,162,168,0,137,0,55,0,148,7,0,179,0,222,0,26,0,255,0,255,0,255,205,0,0,0,255,0,255,0,136,0,0,255,0,134,0,0,255,0,0,255,0,143,0,0,255,0,163,150,0,0,255,0,52,214,17,255,0,0,255,146,200,0,111,0,55,0,0,0,0
161,165,215,255,234,91,0,81,163,0,0,2,0,160,0,244,0,255,0,49,0,255,0,255,0,255,6,25,0,0,255,0,255,0,235,45,0,255,0,90,0,0,255,0,0,255,0,0,0,0,255,0,255,67,199,0,255,0,0,86,153,255,0,0,255,112,0,0,0,0,0,0,0,0,0
