0,0,0,0,0,255,0,0,255,255,255,255,0,255,0,255,0,0
0,34,0,0,192,0,255,0,0,0,0,255,0,0,255,163,255,0
255,255,185,255,255,0,0,255,130,255,0,0,249,255,0,0,0,94
208,255,155,0,255,255,255,0,255,156,52,161,255,0,0,194,0,77
255,0,0,0,0,255,0,255,0,239,0,0,255,17,255,0,255,0
0,255,255,165,173,0,255,0,0,0,255,255,255,159,0,255,255,255
255,0,255,1,255,255,0,255,0,255,255,0,0,0,255,0,0,24
255,0,40,255,0,255,173,0,255,25,225,0,0,255,0,255,255,255
0,110,178,0,255,0,255,0,255,253,255,0,255,0,255,0,0,27
255,0,255,0,0,0,0,0,91,0,255,89,255,0,255,0,0,255
67,40,0,255,0,10,0,255,251,0,255,255,0,255,0,255,0,0
0,255,0,0,0,255,255,255,0,255,0,0,0,248,255,0,210,255
0,0,0,255,182,255,0,0,255,0,255,0,0,255,255,218,0,255
255,0,255,0,255,0,255,145,0,0,0,184,0,0,0,0,0,0
0,255,0,0,255,0,125,0,35,237,255,0,127,71,6,0,255,255
0,0,255,216,0,255,255,255,0,255,0,255,255,255,255,118,255,255
0,83,255,0,255,255,0,216,0,0,255,0,255,0,0,0,139,0
0,255,0,255,0,255,255,255,0,0,255,255,0,255,0,0,5,0
