0,0,62,0,0,21,8,0,22,0,0,0,0,19,0,0,28,0
0,0,9,19,0,27,36,70,15,19,21,49,104,58,74,0,0,10
8,0,29,32,106,14,60,4,0,28,0,0,39,13,0,36,0,49
6,0,16,137,25,52,67,24,13,88,56,0,38,15,0,82,78,0
0,3,64,14,0,21,63,0,72,28,0,0,37,2,12,0,91,101
10,65,35,97,22,18,0,0,47,72,22,26,41,26,1,2,0,64
27,63,30,125,18,17,90,109,79,110,4,60,15,0,0,36,20,43
39,52,15,54,65,92,106,67,119,129,80,107,20,60,75,48,78,72
13,88,18,109,5,103,46,135,255,204,46,21,45,78,124,107,22,76
49,18,29,103,48,80,58,255,182,229,180,30,53,0,70,106,0,44
52,56,33,130,65,121,123,138,168,243,175,91,49,91,53,38,13,114
19,29,13,0,20,113,132,113,49,35,150,148,124,91,123,15,40,37
0,0,28,45,13,68,43,255,240,235,165,56,114,14,1,0,29,37
30,0,65,9,56,126,13,103,199,184,92,0,77,59,63,55,47,9
24,0,17,0,126,116,98,54,163,78,52,140,92,10,0,0,12,7
0,0,33,1,31,80,117,27,156,50,97,120,80,10,0,2,0,20
47,0,42,0,0,58,92,56,97,4,115,64,85,0,0,12,0,20
19,15,9,0,21,0,21,44,0,40,51,0,8,11,0,11,14,0
