0,255,0,237,47,69,15,0,255,0,255,0,224,0,233,0,0,28,0,217,0,0,0,186,0,0,0,186,0,255,0,21,252,0,47,189,142,0,255,61,80,83,32,47,75,0,0,114,0,0,164,99,0,21,0,232,0,86,0,255,0,135,189,160,0,0,0,227,0,0,0,166,0,153,0
0,0,255,0,0,255,0,255,0,0,119,255,0,77,9,0,255,0,0,255,0,0,0,85,255,255,0,0,59,162,0,0,138,0,255,0,108,0,0,255,0,47,0,255,0,255,0,0,0,0,80,0,0,0,255,0,0,147,0,56,0,0,255,0,11,14,7,7,0,255,118,0,95,0,0
0,0,0,255,0,0,255,0,0,255,0,0,10,181,0,146,255,96,0,255,0,0,114,16,0,4,48,200,0,63,0,0,53,245,12,255,0,65,255,0,0,232,0,178,0,0,0,0,31,50,0,69,0,0,0,255,0,0,188,0,0,88,0,193,0,254,0,255,97,0,0,102,0,0,168
255,0,255,0,0,0,160,0,255,0,255,0,135,19,149,196,0,0,0,33,255,0,112,0,59,0,255,123,35,0,0,126,134,0,136,255,0,0,148,64,0,0,0,53,0,0,0,255,0,64,140,0,0,0,0,0,0,0,255,139,0,140,0,0,0,255,0,0,0,161,0,0,0,255,0
0,255,0,146,136,0,0,0,255,0,0,106,38,0,0,236,0,106,110,221,0,0,109,0,0,255,253,0,116,0,209,0,31,144,197,0,106,135,96,84,201,6,0,140,77,0,0,107,155,255,0,177,0,103,0,255,0,0,243,0,255,0,73,0,110,0,0,255,173,0,0,0,255,0,0
255,110,0,161,0,130,0,255,0,38,0,255,0,0,203,0,0,255,0,255,0,0,238,255,0,0,145,117,92,124,183,0,255,0,3,119,0,0,254,0,9,0,74,0,0,0,0,0,0,0,49,39,41,40,215,0,255,0,245,0,255,9,136,46,0,255,0,0,0,31,34,54,0,229,255
0,0,249,0,153,0,76,96,0,2,146,0,255,0,0,69,255,0,144,69,21,0,179,4,196,255,0,255,18,255,0,117,255,190,0,0,255,157,101,0,0,57,0,32,0,0,255,49,13,0,236,78,0,47,255,0,0,255,245,0,0,180,0,173,0,0,255,0,255,0,0,171,251,255,0
66,0,0,248,0,0,0,202,0,0,255,0,255,229,0,255,174,0,102,255,3,3,0,0,255,0,225,0,18,0,131,255,0,64,0,76,65,255,40,249,2,255,0,158,0,255,0,161,0,0,255,0,0,107,0,255,70,232,183,147,242,0,0,255,255,252,136,0,229,174,44,225,24,0,0
0,115,0,0,0,255,82,0,0,136,0,0,0,216,0,0,34,108,0,0,0,98,76,0,239,40,255,132,255,116,0,0,255,0,255,0,89,0,0,68,17,0,0,0,0,0,106,0,172,255,0,255,35,255,69,88,113,26,177,0,255,0,22,255,0,255,0,255,0,218,0,0,102,0,0
0,0,0,2,151,0,0,0,142,135,0,255,0,154,0,117,0,0,210,49,255,0,0,216,0,0,0,255,0,183,231,78,0,0,0,39,0,27,0,0,241,0,0,0,84,0,186,0,0,96,255,0,0,189,0,5,255,0,0,0,255,255,0,255,102,0,228,18,0,0,255,0,0,44,0
252,0,101,174,0,255,0,137,143,123,0,255,255,0,0,0,0,211,255,179,13,0,130,0,255,255,35,184,255,0,0,0,132,0,0,155,0,0,0,113,0,70,139,255,0,255,0,0,119,108,0,255,0,255,0,11,54,0,121,255,0,0,255,0,0,64,255,255,0,255,0,0,34,0,255
74,0,0,0,0,255,0,0,149,121,93,0,0,0,255,154,255,54,0,0,0,255,255,0,255,20,0,0,18,13,0,0,0,0,255,0,0,145,225,25,255,255,0,196,229,31,0,255,0,255,47,169,224,234,138,0,255,28,255,0,0,44,0,114,0,198,78,0,0,0,0,136,0,21,219
0,0,0,0,66,0,0,255,0,104,0,255,0,49,0,255,16,255,0,255,0,0,0,84,0,0,204,169,0,53,255,0,22,81,0,255,0,0,0,0,0,115,82,0,174,41,0,0,0,64,155,120,255,88,166,94,50,229,0,166,0,24,0,255,255,0,48,0,57,0,0,48,21,0,0
255,0,255,184,0,0,255,0,0,0,0,0,0,127,255,195,0,188,137,241,5,130,168,174,255,255,168,255,11,0,0,172,0,0,188,0,0,66,255,0,0,0,0,95,0,0,95,0,255,83,105,254,0,191,148,123,0,255,69,79,0,204,5,237,0,48,79,0,0,0,255,0,0,255,71
0,255,80,153,156,30,0,0,196,0,255,0,5,151,0,113,2,0,0,94,255,0,208,0,201,93,117,225,0,126,255,32,0,0,0,0,0,0,0,97,0,0,255,0,130,143,0,0,0,30,0,255,234,128,255,198,0,211,0,0,255,0,0,0,99,23,169,125,0,136,0,0,255,0,0
106,0,127,0,255,121,0,0,255,182,0,151,106,0,245,0,184,71,54,0,0,0,0,255,103,255,233,88,57,0,145,0,7,255,0,0,0,198,0,101,255,54,193,0,175,0,110,48,0,19,255,0,0,228,255,0,230,100,115,181,0,204,0,0,0,251,0,0,255,133,0,255,0,0,255
241,0,0,255,0,0,0,0,0,255,0,36,0,95,42,0,39,0,255,255,250,0,111,126,0,232,208,0,51,0,0,192,0,0,107,0,0,46,0,0,59,173,0,0,83,0,0,255,0,10,17,0,0,255,0,255,0,0,255,38,0,119,9,0,0,133,107,5,0,46,0,0,0,0,0
0,79,0,166,0,221,0,255,0,255,188,0,0,0,10,0,42,171,0,0,5,246,123,123,255,213,122,78,0,0,78,0,0,0,110,0,0,64,48,20,0,0,169,31,162,13,0,255,255,0,0,222,169,0,0,255,0,0,255,216,11,35,233,0,0,0,185,0,235,0,165,0,187,255,0
250,0,215,0,117,0,103,255,71,255,6,255,255,255,0,139,255,0,0,255,0,241,0,141,34,43,136,0,0,255,0,0,0,216,0,0,255,0,0,0,0,255,0,0,113,255,0,165,0,0,0,0,31,158,233,208,255,0,85,0,176,57,135,0,255,0,64,0,255,189,0,255,35,0,255
0,89,23,104,200,0,0,26,44,0,240,33,103,105,117,0,37,0,17,131,24,0,121,255,91,37,20,0,0,0,41,0,109,225,0,0,5,206,179,58,0,103,0,151,0,0,77,0,255,214,0,0,255,0,191,107,102,0,0,0,219,255,0,0,120,35,24,0,0,255,0,124,255,92,0
0,0,0,131,0,159,142,146,32,0,154,105,112,0,0,255,157,0,255,0,0,78,255,0,0,154,0,244,0,0,0,0,0,0,0,255,45,225,255,0,91,82,130,0,112,0,105,255,0,255,3,214,154,147,0,0,122,175,0,19,194,255,0,0,191,83,0,0,0,255,0,185,7,0,193
