0,0,0,0,11,0,28,0,8,0,0,3,14,5,0,16,0,0,5,0,0,0,14,12,0,4,0,12,7,7
0,0,9,0,11,0,4,16,2,0,16,52,38,63,51,55,29,26,43,73,47,16,0,18,0,5,0,0,27,8
25,0,0,6,14,0,3,0,13,45,12,27,0,2,0,0,0,0,0,5,59,94,76,50,9,0,0,9,0,21
4,0,23,9,0,0,12,40,56,34,10,18,0,18,3,19,14,10,1,1,0,27,12,50,65,37,0,24,0,0
0,0,0,4,5,16,85,97,45,19,62,85,0,5,0,0,14,0,0,0,72,88,9,9,0,56,18,4,2,10
6,0,0,7,37,108,124,56,0,65,62,84,0,14,19,66,71,0,1,0,77,78,0,16,0,32,116,41,0,11
32,0,18,39,60,97,84,5,4,76,81,37,0,0,11,85,82,5,0,0,23,18,0,10,6,0,67,116,38,0
0,0,27,77,90,34,0,0,3,55,19,11,0,74,104,63,0,24,4,11,13,8,9,0,23,0,0,93,107,45
0,0,53,84,29,38,55,0,3,9,0,26,0,14,68,56,18,32,0,34,29,28,0,0,2,2,0,50,92,55
14,0,98,32,7,113,99,13,0,2,1,19,41,12,79,41,2,61,31,43,28,18,0,12,11,5,8,0,55,85
32,14,97,28,57,96,62,32,22,21,80,90,109,54,99,68,75,14,29,24,60,5,4,5,11,0,0,1,9,89
31,53,94,0,59,51,47,65,28,56,129,64,118,99,85,71,146,134,47,117,9,8,1,42,13,2,66,87,0,79
27,33,75,0,61,59,48,56,76,62,96,67,68,82,98,105,146,88,34,143,76,16,43,108,61,39,85,80,0,28
48,33,75,0,61,76,84,44,103,77,87,80,114,212,229,195,87,37,21,80,0,18,120,117,105,115,77,0,73,82
34,30,60,0,67,95,78,32,75,33,76,19,217,207,215,255,191,82,3,8,32,27,92,95,103,124,48,18,100,76
52,31,86,0,68,81,76,51,64,0,81,92,246,197,203,209,245,143,68,69,68,5,0,23,53,124,84,21,76,79
33,15,96,9,84,109,103,103,104,90,171,125,216,236,234,195,255,229,123,16,63,42,62,79,52,99,31,0,38,77
67,0,110,12,39,104,80,76,87,85,113,72,77,235,204,214,255,158,166,106,46,80,97,99,100,21,15,23,18,91
25,0,68,34,0,64,79,97,85,122,144,94,32,0,134,133,74,87,156,141,105,99,82,71,85,21,0,2,44,105
29,0,31,75,3,11,36,14,51,125,78,114,207,146,82,57,72,52,120,125,94,79,115,113,60,14,0,38,93,59
7,0,7,50,10,13,0,21,64,104,118,123,218,245,99,195,255,87,92,96,85,34,34,14,14,0,0,64,86,8
19,0,0,0,15,11,38,114,53,22,28,120,181,255,255,255,255,158,16,107,119,105,0,10,0,0,62,97,17,0
0,0,23,25,1,16,48,72,102,72,42,39,74,179,203,213,125,171,5,45,47,134,79,13,16,58,78,27,1,0
32,0,0,0,8,0,45,103,102,90,79,92,0,70,255,91,0,120,36,71,101,73,30,16,39,0,3,2,4,10
14,0,14,22,9,0,31,86,93,113,93,83,84,79,219,17,87,115,95,115,111,73,0,0,5,0,17,5,0,9
0,0,17,0,9,0,5,53,138,106,80,91,56,126,165,63,95,90,122,93,148,102,4,1,0,0,9,0,7,7
32,0,11,2,16,0,5,0,76,94,94,69,74,153,145,58,67,95,100,80,140,69,0,18,0,0,9,0,0,12
8,6,0,8,3,0,18,0,16,0,102,53,61,44,66,26,6,116,78,100,49,0,0,0,15,0,23,0,1,10
0,8,11,15,0,0,23,0,0,8,24,51,15,25,39,39,52,92,17,26,0,26,0,0,14,0,14,14,0,12
2,0,0,34,0,8,20,0,0,8,2,3,31,2,10,23,23,34,0,12,0,17,0,0,13,3,1,26,2,7
