37,0,174,0,0,0,0,87,86,43
68,0,255,255,179,255,144,175,88,170
105,0,255,255,0,0,0,132,0,197
85,0,88,255,0,112,178,213,0,215
168,0,149,121,255,0,255,132,0,140
145,14,0,255,225,100,97,0,21,255
20,0,0,0,0,0,143,0,36,255
0,0,53,255,0,255,0,0,2,205
67,0,0,255,255,255,0,0,82,255
235,255,180,255,255,98,108,13,0,69
