0,145,14,0,0,31,8,21,0,48,0,41,0,20,18,0,28,0,0,1,46,0,79,0,0
81,88,12,218,163,2,52,121,0,142,170,112,24,71,20,10,66,86,37,103,208,105,108,144,50
46,0,54,139,122,92,103,195,114,90,190,77,118,168,152,128,25,212,90,140,147,115,96,0,19
0,10,15,157,145,96,77,92,47,92,143,46,175,179,170,148,166,51,79,86,161,20,44,73,2
0,88,16,255,67,34,54,118,173,140,74,107,124,126,101,53,40,18,74,100,27,36,192,0,0
52,50,71,249,155,145,97,9,189,211,34,196,40,129,47,0,75,29,82,68,52,0,0,64,21
0,38,108,241,238,47,228,64,65,142,67,115,91,80,0,98,26,90,0,5,0,0,27,41,0
0,95,146,152,142,111,86,125,53,9,252,89,126,10,108,144,4,44,0,0,56,0,146,90,0
28,104,179,236,103,119,161,146,105,43,108,95,181,48,0,97,25,15,52,0,100,0,100,0,15
15,144,255,216,184,150,0,103,133,169,70,26,63,142,145,0,124,37,0,0,0,11,124,6,0
13,155,232,215,210,214,153,145,0,172,16,100,0,0,255,48,87,11,16,6,0,0,255,255,25
0,142,144,207,137,182,150,182,201,63,0,0,69,27,1,124,110,62,58,58,17,0,112,76,28
0,53,90,89,250,196,243,125,73,0,41,21,11,79,0,0,127,226,200,85,0,0,12,154,107
18,35,124,166,135,174,110,164,99,85,131,0,19,119,89,66,194,100,97,83,59,48,146,90,54
38,0,93,83,175,188,184,32,43,0,76,48,173,75,94,82,0,93,207,215,0,127,170,78,79
72,0,243,156,129,138,70,0,38,174,76,138,106,74,229,47,13,0,90,194,80,180,255,58,23
0,0,255,215,171,40,3,85,34,162,236,133,47,124,97,140,218,166,51,92,91,168,198,157,63
0,61,173,86,103,81,113,202,179,128,10,171,86,247,104,255,159,156,166,127,38,53,255,98,0
49,122,211,65,0,124,44,244,152,131,156,255,203,153,203,180,186,174,208,37,48,211,95,129,10
0,141,161,126,85,143,248,215,252,255,255,155,179,192,200,109,214,191,115,0,244,222,197,118,5
5,168,72,112,38,114,198,191,232,252,255,249,255,247,181,75,153,227,170,26,255,113,67,0,34
61,255,255,142,201,138,199,167,249,161,223,124,38,2,152,203,212,0,123,91,255,255,62,13,0
59,142,132,0,157,167,81,133,0,73,0,216,175,142,130,0,5,78,219,90,216,114,89,5,0
0,179,61,0,64,255,163,59,179,0,0,0,216,38,67,135,109,121,0,132,184,0,0,0,92
0,120,59,0,28,69,152,75,108,174,0,109,156,97,76,171,84,49,50,0,55,0,0,105,0
